width,element_id,n1,n2,family,mean_tension_per_rope_kn,sigma_per_rope_kn,peak_mean_plus_3p5sigma_kn,capacity_ratio_to_break
L,282,282,283,carrying_rope,659.2268818022396,15.440012757694833,713.2669264541715,3.3367592295798376
L,283,283,284,carrying_rope,658.9691480655149,15.432031189782878,712.981257229755,3.3380961643330487
L,284,284,285,carrying_rope,658.8945130876763,15.42986572381382,712.8990431210246,3.338481125715246
L,285,285,286,carrying_rope,658.8198898814082,15.42756378108489,712.8163631152054,3.3388683581823786
L,286,286,287,carrying_rope,658.7514779242855,15.425382199355298,712.740315622029,3.339224606542574
L,287,287,288,carrying_rope,658.683016319901,15.423322717910116,712.6646458325864,3.339579160994456
L,288,288,289,carrying_rope,658.6269838077778,15.42147841310859,712.6021582536579,3.339872006327569
L,289,289,290,carrying_rope,658.596542572655,15.42084822292306,712.5695113528858,3.3400250250411747
L,290,290,291,carrying_rope,658.5591045261103,15.419792991787018,712.5283799973649,3.3402178310550967
L,291,291,292,carrying_rope,658.5091347931558,15.418102447376578,712.4724933589738,3.34047983912953
L,292,292,293,carrying_rope,658.4653363769735,15.41654098360078,712.4232298195762,3.340710830839617
L,293,293,294,carrying_rope,658.4214563285846,15.415110399834834,712.3743427280065,3.3409400890069874
L,294,294,295,carrying_rope,658.3837434619082,15.413812482296104,712.3320871499446,3.341138273754351
L,295,295,296,carrying_rope,658.3522587763789,15.412863933438286,712.2972825434128,3.3413015300320827
L,296,296,297,carrying_rope,658.3336929024533,15.412462702204,712.2773123601673,3.3413952104044253
L,297,297,298,carrying_rope,658.314617554339,15.411713837240537,712.2556159846808,3.341496994319507
L,298,298,299,carrying_rope,658.2891086953172,15.410819676175594,712.2269775619318,3.3416313548626384
L,299,299,300,carrying_rope,658.2697818873827,15.410065477349132,712.2050110581047,3.3417344206327546
L,300,300,301,carrying_rope,658.2566457501973,15.409453091205364,712.1897315694162,3.341806115001568
L,301,301,302,carrying_rope,658.2434856401521,15.408996064975847,712.1749718675676,3.341875373349364
L,302,302,303,carrying_rope,658.244249029006,15.40888400355636,712.1753430414533,3.3418736316197744
L,303,303,304,carrying_rope,658.2574614884006,15.409306868353946,712.1900355276395,3.3418046887397574
L,304,304,305,carrying_rope,658.2706498657005,15.409874026307802,712.2052089577778,3.34173349206871
L,305,305,306,carrying_rope,658.2900287123998,15.410590146387024,712.2270942247544,3.341630807503307
L,306,306,307,carrying_rope,658.3155893472898,15.411456129138392,712.2556857992741,3.341496666789298
L,307,307,308,carrying_rope,658.3410022312232,15.41230300379218,712.2840627444958,3.3413635436817746
L,308,308,309,carrying_rope,658.3595823381914,15.412701838585068,712.3040387732392,3.3412698376650214
L,309,309,310,carrying_rope,658.3785718777724,15.413541028880188,712.325965478853,3.3411669872234295
L,310,310,311,carrying_rope,658.4225848108867,15.41485829072285,712.3745888284167,3.3409389348294813
L,311,311,312,carrying_rope,658.460264303961,15.416328181186607,712.4174129381141,3.3407381077120646
L,312,312,313,carrying_rope,658.5103615039229,15.417951131768744,712.4731904651135,3.3404765706991717
L,313,313,314,carrying_rope,658.5603793308338,15.41972742365094,712.5294253136121,3.340212930788744
L,314,314,315,carrying_rope,658.5978396885276,15.421047500115403,712.5715059389315,3.340015675849898
L,315,315,316,carrying_rope,658.6345496558116,15.421786070049343,712.6108009009843,3.339831499874636
L,316,316,317,carrying_rope,658.6843955442464,15.423568565834396,712.6668855246668,3.3395686657278025
L,317,317,318,carrying_rope,658.7529032791226,15.425803753093149,712.7432164149486,3.339211016235613
L,318,318,319,carrying_rope,658.8213605565512,15.428192027841515,712.8200326539965,3.3388511699631964
L,319,319,320,carrying_rope,658.8960283079156,15.430732951928094,712.9035936396639,3.338459815932654
L,320,320,321,carrying_rope,658.9644524015503,15.433144045253382,712.9804565599371,3.3380999129811686
L,321,321,322,carrying_rope,659.2236773732343,15.442082336995194,713.2709655527175,3.336740334237109
L,322,322,323,carrying_rope,659.286945610995,15.444341949222189,713.3421424332727,3.3364073961501997
L,323,323,324,carrying_rope,659.3881016939873,15.447939076525982,713.4558884618283,3.3358754738588665
L,324,324,325,carrying_rope,659.4954739194792,15.451683663563221,713.5763667419504,3.335312253776863
L,325,325,326,carrying_rope,659.6028003062778,15.455573693456564,713.6973082333758,3.334747059493954
L,326,326,327,carrying_rope,659.7225700515949,15.459607007718324,713.831194578609,3.3341215935582205
L,327,327,328,carrying_rope,659.8107845167327,15.462709382681364,713.9302673561175,3.333658914355603
L,328,328,329,carrying_rope,659.878525470569,15.464240386772925,714.0033668242743,3.333317615273584
L,329,329,330,carrying_rope,659.9729301019648,15.46769552473576,714.10986443854,3.3328205063673857
L,330,330,331,carrying_rope,660.104921874724,15.472139516090218,714.2574101810397,3.3321320382195987
L,331,331,332,carrying_rope,660.236829258574,15.476717249132522,714.4053396305378,3.3314420651318786
L,332,332,333,carrying_rope,660.3748996624952,15.481426156564746,714.5598912104717,3.3307215102267436
L,333,333,334,carrying_rope,660.5128822893056,15.486263592340169,714.7148048624962,3.329999579983358
L,334,334,335,carrying_rope,660.6006202693661,15.489195716699287,714.8128052778136,3.3295430389988714
L,335,335,336,carrying_rope,660.6864174584875,15.49088060543459,714.9044995775087,3.3291159887880446
L,336,336,337,carrying_rope,660.8304064620255,15.495704065707121,715.0653706920004,3.328367024257892
L,337,337,338,carrying_rope,660.9868304220971,15.500900967970896,715.2399838099952,3.3275544626602573
L,338,338,339,carrying_rope,661.1431834597373,15.506215538846826,715.4149378457012,3.326740712413405
L,339,339,340,carrying_rope,661.3119745847572,15.51164499273828,715.6027320593412,3.32586768240935
L,340,340,341,carrying_rope,661.4807145191855,15.51718649384866,715.7908672476558,3.324993526602996
L,341,341,342,carrying_rope,661.5931789582352,15.520816324790184,715.9160360950008,3.324412193616764
L,342,342,343,carrying_rope,662.1197889450946,15.538159701463947,716.5033479002184,3.321687200729512
L,343,343,344,carrying_rope,662.2898345527525,15.543784372097083,716.6930798550923,3.3208078421535907
L,344,344,345,carrying_rope,662.4912309470192,15.550135437204334,716.9167049772343,3.3197719950961067
L,345,345,346,carrying_rope,662.6863229411466,15.556584439033397,717.1343684777635,3.3187643830987272
L,346,346,347,carrying_rope,662.8938520563856,15.563127854378024,717.3647995467087,3.317698333545058
L,347,347,348,carrying_rope,663.0950012608096,15.5694263109908,717.5879933492773,3.316666418694611
L,348,348,349,carrying_rope,663.2117245695149,15.571476337016438,717.7118917490725,3.316093863513828
L,349,349,350,carrying_rope,663.3373669153608,15.575499865218376,717.8516164436251,3.3154484095069363
L,350,350,351,carrying_rope,663.557116357004,15.582288997863875,718.0951278495276,3.3143241162593076
L,351,351,352,carrying_rope,663.7830370827434,15.589157884649893,718.345089679018,3.313170834178693
L,352,352,353,carrying_rope,664.0088797506737,15.596102726501686,718.5952392934296,3.312017488927666
L,353,353,354,carrying_rope,664.2408966676757,15.60311962622214,718.8518153594531,3.3108353476299004
L,354,354,355,carrying_rope,664.4289521605547,15.608767568601753,719.0596386506608,3.3098784468923172
L,355,355,356,carrying_rope,664.5638716355769,15.610804335980093,719.2016868115072,3.3092247190790656
L,356,356,357,carrying_rope,664.74555141773,15.61615304716745,719.402087082816,3.3083028847621616
L,357,357,358,carrying_rope,664.9898159794567,15.623342778786506,719.6715157052095,3.307064331520509
L,358,358,359,carrying_rope,665.2402800768738,15.630588208733194,719.9473388074399,3.3057973433756445
L,359,359,360,carrying_rope,665.4969535368774,15.637885066607739,720.2295512700045,3.3045020102316927
L,360,360,361,carrying_rope,665.7535972660096,15.645228987359895,720.5118987217692,3.303207072946694
L,361,361,362,carrying_rope,666.6896312727379,15.671214108505081,721.5388806525057,3.2985055467110884
L,362,362,363,carrying_rope,666.9728502283293,15.67897299496143,721.8492557106944,3.297087281272845
L,363,363,364,carrying_rope,667.2560353606356,15.686763089471594,722.1597061737862,3.2956698908194944
L,364,364,365,carrying_rope,667.5454234059623,15.694579318739189,722.4764510215495,3.2942250181784973
L,365,365,366,carrying_rope,667.8410022816773,15.702416556671434,722.7994602300273,3.2927528740026686
L,366,366,367,carrying_rope,668.1427612399951,15.710269635157458,723.1287049630463,3.2912536643412933
L,367,367,368,carrying_rope,668.3564318572984,15.715735879209431,723.3615074345314,3.29019442635383
L,368,368,369,carrying_rope,668.5221695608914,15.717134956365635,723.5321419081711,3.2894184821191588
L,369,369,370,carrying_rope,668.7859678682048,15.723784990289223,723.8192153342171,3.288113868186072
L,370,370,371,carrying_rope,669.0999093961387,15.731621825394546,724.1605857850196,3.2865638460839217
L,371,371,372,carrying_rope,669.4200052583004,15.739454028653336,724.5080943585871,3.2849874536005474
L,372,372,373,carrying_rope,669.7462537287245,15.747276541643199,724.8617216244756,3.2833848567230466
L,373,373,374,carrying_rope,670.0724050095178,15.755084319478735,725.2152001276934,3.281784495941257
L,374,374,375,carrying_rope,670.3545537416271,15.76169298933197,725.520479204289,3.280403611225769
L,375,375,376,carrying_rope,670.5382702960793,15.762612627696354,725.7074144930166,3.2795586106319194
L,376,376,377,carrying_rope,670.7764000392583,15.768008066125335,725.964428270697,3.278397545826512
L,377,377,378,carrying_rope,671.1147210047561,15.775704168763628,726.3296855954288,3.2767489023237832
L,378,378,379,carrying_rope,671.4592160806426,15.783365944435607,726.7009968861672,3.2750746320674318
L,379,379,380,carrying_rope,671.8098954593995,15.790988625399063,727.0783556482962,3.273374845380844
L,380,380,381,carrying_rope,672.1667709727494,15.798567458418132,727.4617570772128,3.2716496459722304
L,381,381,382,carrying_rope,672.5236059489021,15.806097698237142,727.8449478927321,3.269927210308477
L,382,382,383,carrying_rope,673.7978452766382,15.831839308988803,729.2092828580991,3.2638092464644854
L,383,383,384,carrying_rope,674.1750324306023,15.839372609226393,729.6128365628947,3.262004011897394
L,384,384,385,carrying_rope,674.5646859610789,15.846841479359796,730.0286311388381,3.2601461072659865
L,385,385,386,carrying_rope,674.954297294374,15.854240958497995,730.444140649117,3.2582915893951694
L,386,386,387,carrying_rope,675.3501089611215,15.861566053798667,730.8655901494168,3.256412714016865
L,387,387,388,carrying_rope,675.7521145961169,15.868811733879102,731.2929556646937,3.254509675724618
L,388,388,389,carrying_rope,676.0284664963139,15.873796753357938,731.5867551330666,3.2532026903181253
L,389,389,390,carrying_rope,676.2557523197801,15.873334124613654,731.8124217559279,3.252199510756284
L,390,390,391,carrying_rope,676.6072985176679,15.879289048498833,732.1848101874139,3.2505454454740774
L,391,391,392,carrying_rope,677.0215551524841,15.886218739328655,732.6233207401344,3.248599836537553
L,392,392,393,carrying_rope,677.4357419655278,15.89304884478384,733.0614129222712,3.2466584082121903
L,393,393,394,carrying_rope,677.8623582364407,15.899774242334303,733.5115680846108,3.2446659378730702
L,394,394,395,carrying_rope,678.2889042427221,15.906389763514088,733.9612684150214,3.242677921056482
L,395,395,396,carrying_rope,678.6589085357894,15.911909038391688,734.3505901701602,3.2409587897907426
L,396,396,397,carrying_rope,678.8980578756082,15.910546689464098,734.5849712887325,3.239924709900617
L,397,397,398,carrying_rope,679.20525439939,15.914954216122723,734.9075941558195,3.238502389860157
L,398,398,399,carrying_rope,679.6440474773136,15.921156669999037,735.3680958223102,3.236474377282596
L,399,399,400,carrying_rope,680.0890318386406,15.927228664193606,735.8343321633182,3.234423695620334
L,400,400,401,carrying_rope,680.5402129144439,15.933165074153248,736.3062906739804,3.232350490746805
L,401,401,402,carrying_rope,680.9975971031503,15.938960788092123,736.7839598614727,3.230254904636467
L,402,402,403,carrying_rope,681.4611917785503,15.944610722494145,737.2673293072799,3.2281370751043528
L,403,403,404,carrying_rope,683.0619173152202,15.96306474303046,738.9326439158268,3.220861900737884
L,404,404,405,carrying_rope,683.5395045265194,15.968309077961866,739.428586299386,3.218701635422526
L,405,405,406,carrying_rope,684.0295414966968,15.973391920925994,739.9364132199378,3.2164926032536956
L,406,406,407,carrying_rope,684.5195146224685,15.978308444788889,740.4435941792295,3.214289405310061
L,407,407,408,carrying_rope,685.0156618352501,15.983053941884137,740.9563506318445,3.2120650534548685
L,408,408,409,carrying_rope,685.517972789226,15.987623842751567,741.4746562388565,3.209819755772359
L,409,409,410,carrying_rope,685.8695168961665,15.990688353918037,741.8369261348796,3.208252266977705
L,410,410,411,carrying_rope,686.1517441633971,15.986969774850284,742.1061383753731,3.2070884162342628
L,411,411,412,carrying_rope,686.5847341920517,15.990478551680583,742.5514091229337,3.20516528655052
L,412,412,413,carrying_rope,687.0991861346511,15.994435729618736,743.0797111883167,3.202886533120325
L,413,413,414,carrying_rope,687.6197820965432,15.998201396315503,743.6134869836475,3.20058745794687
L,414,414,415,carrying_rope,688.1402728585391,16.001772097907548,744.1464752012155,3.1982950659766995
L,415,415,416,carrying_rope,688.673161445523,16.005144589517602,744.6911675088346,3.1959557247894512
L,416,416,417,carrying_rope,689.1244717890365,16.007840865006777,745.1519148165603,3.193979580104686
L,417,417,418,carrying_rope,689.4185251472278,16.00287848856808,745.4285998572161,3.1927940522484373
L,418,418,419,carrying_rope,689.7944965640756,16.004888770311247,745.811607260165,3.1911544106201783
L,419,419,420,carrying_rope,690.339562780229,16.00758610065568,746.3661141325239,3.1887835673866216
L,420,420,421,carrying_rope,690.8845611624388,16.010074949503192,746.9198234856999,3.1864196466136048
L,421,421,422,carrying_rope,691.4420050895454,16.01235329425114,747.4852416194244,3.184009352269936
L,422,422,423,carrying_rope,691.9994093263127,16.014419292913697,748.0498768515107,3.1816060314283487
L,423,423,424,carrying_rope,692.5567897536542,16.016271273600545,748.6137392112562,3.1792096181771683
L,424,424,425,carrying_rope,694.4819503591933,16.021355127036074,750.5566933038195,3.17097964915036
L,425,425,426,carrying_rope,695.0655690721574,16.02254332266974,751.1444707015014,3.168498328660123
L,426,426,427,carrying_rope,695.6491694737566,16.02351392007573,751.7314681940217,3.1660241731236436
L,427,427,428,carrying_rope,696.2452392530324,16.024265963806748,752.330170126356,3.1635046612583304
L,428,428,429,carrying_rope,696.8412664744509,16.024798632336122,752.9280616876273,3.160992558393192
L,429,429,430,carrying_rope,697.4434895722264,16.02511123491695,753.5313788944358,3.158461700018229
L,430,430,431,carrying_rope,697.8637396698879,16.025188154598183,753.9518982109815,3.156700056923253
L,431,431,432,carrying_rope,698.2012576366667,16.017513517693423,754.2625549485937,3.155399912650055
L,432,432,433,carrying_rope,698.721726363467,16.017344540597353,754.7824322555578,3.1532265435586724
L,433,433,434,carrying_rope,699.3424196320243,16.016930702539174,755.4016770909114,3.1506416681062923
L,434,434,435,carrying_rope,699.9630163992887,16.016296027700047,756.0200524962388,3.1480646474146803
L,435,435,436,carrying_rope,700.5835068401477,16.0154406776577,756.6375492119497,3.145495491835964
L,436,436,437,carrying_rope,701.2163813742898,16.014364962380935,757.266658742623,3.142882328863901
L,437,437,438,carrying_rope,701.7551573327739,16.01327077536264,757.8016050465432,3.1406637095388885
L,438,438,439,carrying_rope,702.1121686567241,15.973250539210966,758.0185455439624,3.1397648698582774
L,439,439,440,carrying_rope,702.5568252092203,15.972041685248694,758.4589711075907,3.1379416562565603
L,440,440,441,carrying_rope,703.2017480596076,15.970092891456613,759.0970731797057,3.135303881532116
L,441,441,442,carrying_rope,703.8527680705851,15.967929111527175,759.7405199609302,3.1326484996777477
L,442,442,443,carrying_rope,704.5036262997693,15.965551776493598,760.3830575174969,3.130001354541273
L,443,443,444,carrying_rope,705.1167717822406,15.96313551666066,760.9877460905528,3.1275142237530784
L,444,444,445,carrying_rope,675.980206645214,14.759005698453828,727.6367265898024,3.2708629361718575
L,445,445,446,carrying_rope,676.4366128103858,14.75919220160174,728.0937855159918,3.2688096607133117
L,446,446,447,carrying_rope,676.749189853436,14.759282621263681,728.4066790278588,3.2674055147000844
L,447,447,448,carrying_rope,587.3018210884698,12.792594808821356,632.0759029193445,3.7653705654773204
L,448,448,449,carrying_rope,587.3019394540147,12.792753647778051,632.0765772212379,3.7653665485645074
L,449,449,450,carrying_rope,587.3019026180781,12.792723797765289,632.0764359102566,3.7653673903735227
L,450,450,451,carrying_rope,682.9749999999987,5.441460376477397e-13,682.9750000000006,3.4847542003733634
L,451,451,452,carrying_rope,682.74375,4.764809787870544e-13,682.7437500000017,3.485934510568561
L,452,452,453,carrying_rope,682.2937499999994,4.929236998409109e-13,682.2937500000011,3.4882336237141205
L,453,453,454,carrying_rope,680.275000000001,8.097874339959547e-13,680.2750000000038,3.4985851310131735
L,454,454,455,carrying_rope,680.0062499999974,1.0036499935388741e-12,680.0062500000009,3.4999678311780174
L,455,455,456,carrying_rope,679.643750000001,6.416188850326826e-13,679.6437500000033,3.501834600847854
L,456,456,457,carrying_rope,679.1499999999991,6.612091442273023e-13,679.1500000000013,3.5043804755944863
L,457,457,458,carrying_rope,678.7937499999942,2.0903410995622268e-12,678.7937500000015,3.5062196727650994
L,458,458,459,carrying_rope,678.5500000000044,1.2523910816617198e-12,678.5500000000088,3.5074791835531194
L,459,459,460,carrying_rope,678.1937500000026,1.9187809971664506e-12,678.1937500000093,3.5093216355944996
L,460,460,461,carrying_rope,677.7062499999923,3.175926128192087e-12,677.7062500000035,3.5118460247341496
L,461,461,462,carrying_rope,677.281250000015,6.26956402810936e-12,677.281250000037,3.51404973930678
L,462,462,463,carrying_rope,677.037500000003,1.3147224175197902e-12,677.0375000000075,3.5153148828535694
L,463,463,464,carrying_rope,676.6875000000008,1.1252550934253076e-12,676.6875000000048,3.5171330931929186
L,464,464,465,carrying_rope,676.206249999988,3.666927098485319e-12,676.2062500000009,3.5196362056694936
L,465,465,466,carrying_rope,675.8625000000213,6.887837641076747e-12,675.8625000000454,3.521426325620729
L,466,466,467,carrying_rope,675.6249999999849,4.8390147863480144e-12,675.6250000000018,3.522664199814977
L,467,467,468,carrying_rope,675.2812500000076,3.110264499584256e-12,675.2812500000185,3.5244574020083257
L,468,468,469,carrying_rope,674.8062499999904,3.5771414353303043e-12,674.8062500000029,3.5269382878418654
L,469,469,470,carrying_rope,674.4625000000087,3.5616012333686145e-12,674.4625000000212,3.5287358452099635
L,470,470,471,carrying_rope,674.23124999999,2.4687453564173287e-12,674.2312499999987,3.5299461423658496
L,471,471,472,carrying_rope,673.893749999997,2.5821090680849757e-12,673.893750000006,3.5317140127801734
L,472,472,473,carrying_rope,673.4250000000037,2.0759348294562045e-12,673.425000000011,3.5341723280245927
L,473,473,474,carrying_rope,673.0875000000121,4.1439163171500514e-12,673.0875000000267,3.535944435158736
L,474,474,475,carrying_rope,672.8562499999967,1.7924132706699328e-12,672.856250000003,3.5371596830675043
L,475,475,476,carrying_rope,672.4500000000029,2.7030056745682256e-12,672.4500000000123,3.539296601977777
L,476,476,477,carrying_rope,671.9937499999967,2.2045100444261027e-12,671.9937500000044,3.541699606581139
L,477,477,478,carrying_rope,671.6624999999967,1.93419858990718e-12,671.6625000000035,3.543446299294642
L,478,478,479,carrying_rope,671.4312500000037,2.20535371381711e-12,671.4312500000115,3.5446667101061493
L,479,479,480,carrying_rope,671.1062500000016,1.9879174397526875e-12,671.1062500000086,3.546383303686964
L,480,480,481,carrying_rope,670.6499999999924,3.391629037014403e-12,670.6500000000042,3.5487959442331847
L,481,481,482,carrying_rope,670.3250000000139,4.518423170876722e-12,670.3250000000297,3.5505165404839363
L,482,482,483,carrying_rope,670.0999999999809,6.318652307807446e-12,670.1000000000031,3.5517087001939847
L,483,483,484,carrying_rope,669.7749999999988,1.8464451077216354e-12,669.7750000000053,3.5534321227277537
L,484,484,485,carrying_rope,669.3312500000055,1.9325857536141964e-12,669.3312500000122,3.5557879599973203
L,485,485,486,carrying_rope,669.012500000001,3.420680302318519e-12,669.0125000000129,3.557482109825981
L,486,486,487,carrying_rope,668.7875000000054,3.453328049690173e-12,668.7875000000174,3.5586789525820057
L,487,487,488,carrying_rope,668.4687499999992,1.7949879172277256e-12,668.4687500000055,3.560375859006095
L,488,488,489,carrying_rope,666.5749999999892,3.615897389059252e-12,666.5750000000019,3.5704909425045845
L,489,489,490,carrying_rope,666.2625000000282,1.1405233699151606e-11,666.2625000000681,3.57216562541004
L,490,490,491,carrying_rope,666.04999999997,1.1562736289744372e-11,666.0500000000105,3.573305307409297
L,491,491,492,carrying_rope,665.7437500000052,2.3874910491374232e-12,665.7437500000136,3.5749490701188726
L,492,492,493,carrying_rope,665.3187500000037,2.4007405923928837e-12,665.3187500000121,3.5772327174004293
L,493,493,494,carrying_rope,665.0124999999964,2.344747733013006e-12,665.0125000000046,3.578880096238768
L,494,494,495,carrying_rope,664.8062499999904,4.602510519805643e-12,664.8062500000066,3.579990410739936
L,495,495,496,carrying_rope,664.5000000000036,1.8026821425613838e-12,664.5000000000099,3.5816403310759437
L,496,496,497,carrying_rope,664.0812500000021,1.2786663778418034e-12,664.0812500000065,3.5838988075630454
L,497,497,498,carrying_rope,663.7812499999916,4.003003817828023e-12,663.7812500000056,3.585518572571883
L,498,498,499,carrying_rope,663.5750000000029,3.8380200721903145e-12,663.5750000000163,3.586633010586507
L,499,499,500,carrying_rope,663.2750000000024,1.070990167763353e-12,663.2750000000061,3.588255248577103
L,500,500,501,carrying_rope,662.8687499999971,1.4030520975639539e-12,662.868750000002,3.590454369737588
L,501,501,502,carrying_rope,662.5062499999993,4.057186840774514e-12,662.5062500000136,3.592418939443894
L,502,502,503,carrying_rope,662.3062500000008,3.436079603915633e-12,662.3062500000128,3.5935037605336713
L,503,503,504,carrying_rope,662.0125000000029,1.9968148264942046e-12,662.0125000000098,3.595098279866263
L,504,504,505,carrying_rope,661.6062499999962,1.2057342311379356e-12,661.6062500000004,3.5973057993330606
L,505,505,506,carrying_rope,661.318750000007,2.690510172111311e-12,661.3187500000164,3.5988696827361104
L,506,506,507,carrying_rope,661.1187499999841,4.987592179872225e-12,661.1187500000016,3.599958403841964
L,507,507,508,carrying_rope,660.8312500000019,1.602259476697313e-12,660.8312500000075,3.6015245949703094
L,508,508,509,carrying_rope,660.4312500000024,1.6884911066974357e-12,660.4312500000083,3.6037059118567907
L,509,509,510,carrying_rope,660.1499999999991,2.975398444981667e-12,660.1500000000095,3.605241233053042
L,510,510,511,carrying_rope,659.9499999999986,2.4952194786741093e-12,659.9500000000073,3.606333813167624
L,511,511,512,carrying_rope,659.6687499999991,1.4685327399037115e-12,659.6687500000043,3.607871374837727
L,512,512,513,carrying_rope,659.2812500000016,1.2622236448414143e-12,659.281250000006,3.6099919419822393
L,513,513,514,carrying_rope,658.9999999999977,2.176098010236627e-12,659.0000000000053,3.611532625189652
L,514,514,515,carrying_rope,658.8062500000036,2.459718966801571e-12,658.8062500000123,3.612594749973844
L,515,515,516,carrying_rope,658.4687499999952,1.7746880808349667e-12,658.4687500000015,3.614446395519901
L,516,516,517,carrying_rope,658.0812500000006,1.8824692756312932e-12,658.0812500000072,3.6165747010722065
L,517,517,518,carrying_rope,657.8062500000013,1.7786735298988053e-12,657.8062500000076,3.6180866326520498
L,518,518,519,carrying_rope,657.6187500000005,1.5167627406447667e-12,657.6187500000059,3.6191182200932968
L,519,519,520,carrying_rope,657.3500000000007,1.800681815995809e-12,657.350000000007,3.6205978550239215
L,520,520,521,carrying_rope,656.9687500000008,1.5578065219861786e-12,656.9687500000063,3.62269894877036
L,521,521,522,carrying_rope,656.6999999999972,2.713255941644827e-12,656.7000000000068,3.6241815136287125
L,522,522,523,carrying_rope,656.5187499999994,1.89204235444831e-12,656.518750000006,3.625182068295808
L,523,523,524,carrying_rope,656.2500000000005,1.2639983691810776e-12,656.2500000000049,3.62666666666664
L,524,524,525,carrying_rope,655.8812499999985,8.981491380652965e-13,655.8812500000017,3.6287056536529954
L,525,525,526,carrying_rope,655.6125000000021,1.6866445066460535e-12,655.612500000008,3.630193140002625
L,526,526,527,carrying_rope,655.4312499999988,2.0626277955682074e-12,655.4312500000061,3.6311970172309875
L,527,527,528,carrying_rope,655.1687499999975,1.0833382354398749e-12,655.1687500000013,3.632651893119132
L,528,528,529,carrying_rope,653.5875000000046,1.623380006818348e-12,653.5875000000103,3.641440511025628
L,529,529,530,carrying_rope,653.331249999998,3.205105586084679e-12,653.3312500000093,3.642868759147777
L,530,530,531,carrying_rope,653.1562499999966,2.035113276578365e-12,653.1562500000038,3.643844792115189
L,531,531,532,carrying_rope,652.9062499999989,1.026056949197281e-12,652.9062500000025,3.645240032546772
L,532,532,533,carrying_rope,652.5562499999958,1.919741035244441e-12,652.5562500000025,3.64719516516774
L,533,533,534,carrying_rope,652.3062500000126,3.1996225359232826e-12,652.3062500000239,3.6485929730090936
L,534,534,535,carrying_rope,652.1374999999946,2.275298783869183e-12,652.1375000000025,3.6495370991546885
L,535,535,536,carrying_rope,651.8874999999985,9.926481919819515e-13,651.887500000002,3.650936703035405
L,536,536,537,carrying_rope,651.5437500000029,1.3982152905824415e-12,651.5437500000078,3.652862912122128
L,537,537,538,carrying_rope,651.2999999999915,4.437646559768728e-12,651.3000000000071,3.654230001535351
L,538,538,539,carrying_rope,651.1312500000084,5.360822893018536e-12,651.1312500000272,3.6551770476380923
L,539,539,540,carrying_rope,650.8937500000026,1.2502532617947531e-12,650.8937500000069,3.6565107592444615
L,540,540,541,carrying_rope,650.5562499999934,1.649344206463783e-12,650.5562499999992,3.6584077087876765
L,541,541,542,carrying_rope,650.262500000006,2.1794379378483015e-12,650.2625000000136,3.660060360239058
L,542,542,543,carrying_rope,650.1000000000017,2.3144410811322875e-12,650.1000000000098,3.66097523457924
L,543,543,544,carrying_rope,649.8624999999992,1.1888852740924858e-12,649.8625000000034,3.6623131816345578
L,544,544,545,carrying_rope,649.5375000000015,1.2507809936103664e-12,649.5375000000059,3.6641456420914547
L,545,545,546,carrying_rope,649.3000000000021,2.8741671943468664e-12,649.3000000000121,3.665485907900748
L,546,546,547,carrying_rope,649.1374999999905,4.948550993891103e-12,649.1375000000078,3.6664034969478294
L,547,547,548,carrying_rope,648.9062500000017,9.973122717808538e-13,648.9062500000052,3.6677100890921928
L,548,548,549,carrying_rope,648.5875000000001,8.154597004396339e-13,648.5875000000029,3.6695125946768776
L,549,549,550,carrying_rope,648.3562500000035,2.497266184358916e-12,648.3562500000122,3.670821404127677
L,550,550,551,carrying_rope,648.1999999999992,1.2077130341530142e-12,648.2000000000035,3.6717062634989004
L,551,551,552,carrying_rope,647.9749999999983,9.254139187970845e-13,647.9750000000015,3.6729812106948487
L,552,552,553,carrying_rope,647.6562500000023,1.475910516266386e-12,647.6562500000074,3.674788902291876
L,553,553,554,carrying_rope,647.4312499999909,3.4426700809641366e-12,647.4312500000029,3.676065991562794
L,554,554,555,carrying_rope,647.2812500000109,3.3502106758972394e-12,647.2812500000226,3.6769178776612437
L,555,555,556,carrying_rope,647.006249999998,1.2956082612762386e-12,647.0062500000025,3.6784806947382513
L,556,556,557,carrying_rope,646.699999999997,1.7352355322435964e-12,646.700000000003,3.680222668934574
L,557,557,558,carrying_rope,646.4812500000066,2.142106773516273e-12,646.4812500000141,3.6814679466727736
L,558,558,559,carrying_rope,646.3312499999959,2.849726923455368e-12,646.3312500000059,3.6823223385840906
L,559,559,560,carrying_rope,646.1125000000022,1.2652070146975999e-12,646.1125000000067,3.6835690378997086
L,560,560,561,carrying_rope,645.8125000000003,1.3448743876190292e-12,645.812500000005,3.6852801703280464
L,561,561,562,carrying_rope,645.5999999999949,1.9195073248731686e-12,645.6000000000016,3.6864931846344393
L,562,562,563,carrying_rope,645.4499999999996,2.4350669370999385e-12,645.4500000000081,3.6873499109148193
L,563,563,564,carrying_rope,645.2375000000044,1.5646085617520612e-12,645.2375000000098,3.6885642883433833
L,564,564,565,carrying_rope,644.94375,1.1272202997816842e-12,644.943750000004,3.690244304251317
L,565,565,566,carrying_rope,644.737499999999,1.7887447863626778e-12,644.7375000000053,3.6914248046685363
L,566,566,567,carrying_rope,644.5937499999982,1.892625445365988e-12,644.5937500000048,3.692248024433967
