apdl_elem_id,n1,n2,orientation_node,system,assembly_name,member,section_key,material_id,section_id,length_mm,area_mm2,volume_mm3,source_member_id
2002973,2006339,2006340,2006359,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_03
2002974,2006340,2006341,2006360,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_04
2002975,2006341,2006342,2006361,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_05
2002976,2006342,2006343,2006362,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_06
2002977,2006343,2006344,2006363,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_07
2002978,2006344,2006345,2006364,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_08
2002979,2006345,2006346,2006365,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_09
2002980,2006346,2006347,2006366,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW2_GATE_29:bottom_beam:segment_10
2002981,2006347,2006348,2006367,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_11
2002982,2006348,2006349,2006368,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_12
2002983,2006349,2006350,2006369,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_13
2002984,2006350,2006351,2006370,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_14
2002985,2006351,2006352,2006371,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_15
2002986,2006352,2006353,2006372,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_16
2002987,2006353,2006354,2006373,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_29:bottom_beam:segment_17
2002988,2006354,2006355,2006374,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_29:bottom_beam:segment_18
2002989,2006355,2006356,2006375,gate,CW2_GATE_29,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_29:bottom_beam:segment_19
2002990,2006376,2006377,2006386,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_29:top_beam:segment_01
2002991,2006377,2006378,2006387,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_29:top_beam:segment_02
2002992,2006378,2006379,2006388,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_29:top_beam:segment_03
2002993,2006379,2006380,2006389,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_29:top_beam:segment_04
2002994,2006380,2006381,2006390,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW2_GATE_29:top_beam:segment_05
2002995,2006381,2006382,2006391,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_29:top_beam:segment_06
2002996,2006382,2006383,2006392,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_29:top_beam:segment_07
2002997,2006383,2006384,2006393,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_29:top_beam:segment_08
2002998,2006384,2006385,2006394,gate,CW2_GATE_29,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_29:top_beam:segment_09
2002999,2006395,2006396,2006397,gate,CW2_GATE_29,left_post,gate_top_post,62,62,7895.001334401008,2496.000000000000,19705923.330664914101,CW2_GATE_29:left_post
2003000,2006398,2006399,2006400,gate,CW2_GATE_29,right_post,gate_top_post,62,62,7895.001334401008,2496.000000000000,19705923.330664914101,CW2_GATE_29:right_post
2003001,2006401,2006402,2006421,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_30:bottom_beam:segment_01
2003002,2006402,2006403,2006422,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_30:bottom_beam:segment_02
2003003,2006403,2006404,2006423,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_03
2003004,2006404,2006405,2006424,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_04
2003005,2006405,2006406,2006425,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_05
2003006,2006406,2006407,2006426,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_06
2003007,2006407,2006408,2006427,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_07
2003008,2006408,2006409,2006428,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_08
2003009,2006409,2006410,2006429,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_09
2003010,2006410,2006411,2006430,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW2_GATE_30:bottom_beam:segment_10
2003011,2006411,2006412,2006431,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_11
2003012,2006412,2006413,2006432,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_12
2003013,2006413,2006414,2006433,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_13
2003014,2006414,2006415,2006434,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_14
2003015,2006415,2006416,2006435,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_15
2003016,2006416,2006417,2006436,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_16
2003017,2006417,2006418,2006437,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_30:bottom_beam:segment_17
2003018,2006418,2006419,2006438,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_30:bottom_beam:segment_18
2003019,2006419,2006420,2006439,gate,CW2_GATE_30,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_30:bottom_beam:segment_19
2003020,2006440,2006441,2006450,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_30:top_beam:segment_01
2003021,2006441,2006442,2006451,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_30:top_beam:segment_02
2003022,2006442,2006443,2006452,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_30:top_beam:segment_03
2003023,2006443,2006444,2006453,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_30:top_beam:segment_04
2003024,2006444,2006445,2006454,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW2_GATE_30:top_beam:segment_05
2003025,2006445,2006446,2006455,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_30:top_beam:segment_06
2003026,2006446,2006447,2006456,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_30:top_beam:segment_07
2003027,2006447,2006448,2006457,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_30:top_beam:segment_08
2003028,2006448,2006449,2006458,gate,CW2_GATE_30,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_30:top_beam:segment_09
2003029,2006459,2006460,2006461,gate,CW2_GATE_30,left_post,gate_top_post,62,62,7771.367704857010,2496.000000000000,19397333.791323095560,CW2_GATE_30:left_post
2003030,2006462,2006463,2006464,gate,CW2_GATE_30,right_post,gate_top_post,62,62,7771.367704857010,2496.000000000000,19397333.791323095560,CW2_GATE_30:right_post
2003031,2006465,2006466,2006485,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_31:bottom_beam:segment_01
2003032,2006466,2006467,2006486,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_31:bottom_beam:segment_02
2003033,2006467,2006468,2006487,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_03
2003034,2006468,2006469,2006488,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_04
2003035,2006469,2006470,2006489,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_05
2003036,2006470,2006471,2006490,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_06
2003037,2006471,2006472,2006491,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_07
2003038,2006472,2006473,2006492,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_08
2003039,2006473,2006474,2006493,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_09
2003040,2006474,2006475,2006494,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW2_GATE_31:bottom_beam:segment_10
2003041,2006475,2006476,2006495,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_11
2003042,2006476,2006477,2006496,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_12
2003043,2006477,2006478,2006497,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_13
2003044,2006478,2006479,2006498,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_14
2003045,2006479,2006480,2006499,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_15
2003046,2006480,2006481,2006500,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_16
2003047,2006481,2006482,2006501,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_31:bottom_beam:segment_17
2003048,2006482,2006483,2006502,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_31:bottom_beam:segment_18
2003049,2006483,2006484,2006503,gate,CW2_GATE_31,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_31:bottom_beam:segment_19
2003050,2006504,2006505,2006514,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_31:top_beam:segment_01
2003051,2006505,2006506,2006515,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_31:top_beam:segment_02
2003052,2006506,2006507,2006516,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_31:top_beam:segment_03
2003053,2006507,2006508,2006517,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_31:top_beam:segment_04
2003054,2006508,2006509,2006518,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW2_GATE_31:top_beam:segment_05
2003055,2006509,2006510,2006519,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_31:top_beam:segment_06
2003056,2006510,2006511,2006520,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_31:top_beam:segment_07
2003057,2006511,2006512,2006521,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_31:top_beam:segment_08
2003058,2006512,2006513,2006522,gate,CW2_GATE_31,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_31:top_beam:segment_09
2003059,2006523,2006524,2006525,gate,CW2_GATE_31,left_post,gate_top_post,62,62,7747.868694179997,2496.000000000000,19338680.260673273355,CW2_GATE_31:left_post
2003060,2006526,2006527,2006528,gate,CW2_GATE_31,right_post,gate_top_post,62,62,7747.868694179997,2496.000000000000,19338680.260673273355,CW2_GATE_31:right_post
2003061,2006529,2006530,2006549,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_32:bottom_beam:segment_01
2003062,2006530,2006531,2006550,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_32:bottom_beam:segment_02
2003063,2006531,2006532,2006551,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_03
2003064,2006532,2006533,2006552,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_04
2003065,2006533,2006534,2006553,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_05
2003066,2006534,2006535,2006554,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_06
2003067,2006535,2006536,2006555,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_07
2003068,2006536,2006537,2006556,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_08
2003069,2006537,2006538,2006557,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_09
2003070,2006538,2006539,2006558,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW2_GATE_32:bottom_beam:segment_10
2003071,2006539,2006540,2006559,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_11
2003072,2006540,2006541,2006560,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_12
2003073,2006541,2006542,2006561,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_13
2003074,2006542,2006543,2006562,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_14
2003075,2006543,2006544,2006563,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_15
2003076,2006544,2006545,2006564,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_16
2003077,2006545,2006546,2006565,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_32:bottom_beam:segment_17
2003078,2006546,2006547,2006566,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_32:bottom_beam:segment_18
2003079,2006547,2006548,2006567,gate,CW2_GATE_32,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_32:bottom_beam:segment_19
2003080,2006568,2006569,2006578,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_32:top_beam:segment_01
2003081,2006569,2006570,2006579,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_32:top_beam:segment_02
2003082,2006570,2006571,2006580,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_32:top_beam:segment_03
2003083,2006571,2006572,2006581,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_32:top_beam:segment_04
2003084,2006572,2006573,2006582,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW2_GATE_32:top_beam:segment_05
2003085,2006573,2006574,2006583,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_32:top_beam:segment_06
2003086,2006574,2006575,2006584,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_32:top_beam:segment_07
2003087,2006575,2006576,2006585,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_32:top_beam:segment_08
2003088,2006576,2006577,2006586,gate,CW2_GATE_32,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_32:top_beam:segment_09
2003089,2006587,2006588,2006589,gate,CW2_GATE_32,left_post,gate_top_post,62,62,7827.000000009997,2496.000000000000,19536192.000024951994,CW2_GATE_32:left_post
2003090,2006590,2006591,2006592,gate,CW2_GATE_32,right_post,gate_top_post,62,62,7827.000000009997,2496.000000000000,19536192.000024951994,CW2_GATE_32:right_post
2003091,2006593,2006594,2006613,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_33:bottom_beam:segment_01
2003092,2006594,2006595,2006614,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_33:bottom_beam:segment_02
2003093,2006595,2006596,2006615,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_03
2003094,2006596,2006597,2006616,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_04
2003095,2006597,2006598,2006617,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_05
2003096,2006598,2006599,2006618,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_06
2003097,2006599,2006600,2006619,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_07
2003098,2006600,2006601,2006620,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_08
2003099,2006601,2006602,2006621,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_09
2003100,2006602,2006603,2006622,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW2_GATE_33:bottom_beam:segment_10
2003101,2006603,2006604,2006623,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_11
2003102,2006604,2006605,2006624,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_12
2003103,2006605,2006606,2006625,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_13
2003104,2006606,2006607,2006626,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_14
2003105,2006607,2006608,2006627,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_15
2003106,2006608,2006609,2006628,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_16
2003107,2006609,2006610,2006629,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_33:bottom_beam:segment_17
2003108,2006610,2006611,2006630,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_33:bottom_beam:segment_18
2003109,2006611,2006612,2006631,gate,CW2_GATE_33,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_33:bottom_beam:segment_19
2003110,2006632,2006633,2006642,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_33:top_beam:segment_01
2003111,2006633,2006634,2006643,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_33:top_beam:segment_02
2003112,2006634,2006635,2006644,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_33:top_beam:segment_03
2003113,2006635,2006636,2006645,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_33:top_beam:segment_04
2003114,2006636,2006637,2006646,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW2_GATE_33:top_beam:segment_05
2003115,2006637,2006638,2006647,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_33:top_beam:segment_06
2003116,2006638,2006639,2006648,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW2_GATE_33:top_beam:segment_07
2003117,2006639,2006640,2006649,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW2_GATE_33:top_beam:segment_08
2003118,2006640,2006641,2006650,gate,CW2_GATE_33,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW2_GATE_33:top_beam:segment_09
2003119,2006651,2006652,2006653,gate,CW2_GATE_33,left_post,gate_top_post,62,62,7745.924435976995,2496.000000000000,19333827.392198577523,CW2_GATE_33:left_post
2003120,2006654,2006655,2006656,gate,CW2_GATE_33,right_post,gate_top_post,62,62,7745.924435976995,2496.000000000000,19333827.392198577523,CW2_GATE_33:right_post
2003121,2006657,2006658,2006677,gate,CW2_GATE_34,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW2_GATE_34:bottom_beam:segment_01
2003122,2006658,2006659,2006678,gate,CW2_GATE_34,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW2_GATE_34:bottom_beam:segment_02
2003123,2006659,2006660,2006679,gate,CW2_GATE_34,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_34:bottom_beam:segment_03
2003124,2006660,2006661,2006680,gate,CW2_GATE_34,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_34:bottom_beam:segment_04
2003125,2006661,2006662,2006681,gate,CW2_GATE_34,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW2_GATE_34:bottom_beam:segment_05
