subsystem,catwalk,mct_node,rope_index,ansys_node,mct_total_fz_kn_per_catwalk,applied_fz_n_per_physical_rope
bottom,1,641,7,5009,-1.32,-82.5
bottom,1,641,8,5737,-1.32,-82.5
bottom,1,641,9,6465,-1.32,-82.5
bottom,1,641,10,7193,-1.32,-82.5
bottom,1,641,11,7921,-1.32,-82.5
bottom,1,641,12,8649,-1.32,-82.5
bottom,1,641,13,9377,-1.32,-82.5
bottom,1,641,14,10105,-1.32,-82.5
bottom,1,641,15,10833,-1.32,-82.5
bottom,1,641,16,11561,-1.32,-82.5
bottom,2,641,1,14659,-1.32,-82.5
bottom,2,641,2,15387,-1.32,-82.5
bottom,2,641,3,16115,-1.32,-82.5
bottom,2,641,4,16843,-1.32,-82.5
bottom,2,641,5,17571,-1.32,-82.5
bottom,2,641,6,18299,-1.32,-82.5
bottom,2,641,7,19027,-1.32,-82.5
bottom,2,641,8,19755,-1.32,-82.5
bottom,2,641,9,20483,-1.32,-82.5
bottom,2,641,10,21211,-1.32,-82.5
bottom,2,641,11,21939,-1.32,-82.5
bottom,2,641,12,22667,-1.32,-82.5
bottom,2,641,13,23395,-1.32,-82.5
bottom,2,641,14,24123,-1.32,-82.5
bottom,2,641,15,24851,-1.32,-82.5
bottom,2,641,16,25579,-1.32,-82.5
bottom,1,642,1,642,-2.53,-158.125
bottom,1,642,2,1370,-2.53,-158.125
bottom,1,642,3,2098,-2.53,-158.125
bottom,1,642,4,2826,-2.53,-158.125
bottom,1,642,5,3554,-2.53,-158.125
bottom,1,642,6,4282,-2.53,-158.125
bottom,1,642,7,5010,-2.53,-158.125
bottom,1,642,8,5738,-2.53,-158.125
bottom,1,642,9,6466,-2.53,-158.125
bottom,1,642,10,7194,-2.53,-158.125
bottom,1,642,11,7922,-2.53,-158.125
bottom,1,642,12,8650,-2.53,-158.125
bottom,1,642,13,9378,-2.53,-158.125
bottom,1,642,14,10106,-2.53,-158.125
bottom,1,642,15,10834,-2.53,-158.125
bottom,1,642,16,11562,-2.53,-158.125
bottom,2,642,1,14660,-2.53,-158.125
bottom,2,642,2,15388,-2.53,-158.125
bottom,2,642,3,16116,-2.53,-158.125
bottom,2,642,4,16844,-2.53,-158.125
bottom,2,642,5,17572,-2.53,-158.125
bottom,2,642,6,18300,-2.53,-158.125
bottom,2,642,7,19028,-2.53,-158.125
bottom,2,642,8,19756,-2.53,-158.125
bottom,2,642,9,20484,-2.53,-158.125
bottom,2,642,10,21212,-2.53,-158.125
bottom,2,642,11,21940,-2.53,-158.125
bottom,2,642,12,22668,-2.53,-158.125
bottom,2,642,13,23396,-2.53,-158.125
bottom,2,642,14,24124,-2.53,-158.125
bottom,2,642,15,24852,-2.53,-158.125
bottom,2,642,16,25580,-2.53,-158.125
bottom,1,643,1,643,-1.32,-82.5
bottom,1,643,2,1371,-1.32,-82.5
bottom,1,643,3,2099,-1.32,-82.5
bottom,1,643,4,2827,-1.32,-82.5
bottom,1,643,5,3555,-1.32,-82.5
bottom,1,643,6,4283,-1.32,-82.5
bottom,1,643,7,5011,-1.32,-82.5
bottom,1,643,8,5739,-1.32,-82.5
bottom,1,643,9,6467,-1.32,-82.5
bottom,1,643,10,7195,-1.32,-82.5
bottom,1,643,11,7923,-1.32,-82.5
bottom,1,643,12,8651,-1.32,-82.5
bottom,1,643,13,9379,-1.32,-82.5
bottom,1,643,14,10107,-1.32,-82.5
bottom,1,643,15,10835,-1.32,-82.5
bottom,1,643,16,11563,-1.32,-82.5
bottom,2,643,1,14661,-1.32,-82.5
bottom,2,643,2,15389,-1.32,-82.5
bottom,2,643,3,16117,-1.32,-82.5
bottom,2,643,4,16845,-1.32,-82.5
bottom,2,643,5,17573,-1.32,-82.5
bottom,2,643,6,18301,-1.32,-82.5
bottom,2,643,7,19029,-1.32,-82.5
bottom,2,643,8,19757,-1.32,-82.5
bottom,2,643,9,20485,-1.32,-82.5
bottom,2,643,10,21213,-1.32,-82.5
bottom,2,643,11,21941,-1.32,-82.5
bottom,2,643,12,22669,-1.32,-82.5
bottom,2,643,13,23397,-1.32,-82.5
bottom,2,643,14,24125,-1.32,-82.5
bottom,2,643,15,24853,-1.32,-82.5
bottom,2,643,16,25581,-1.32,-82.5
bottom,1,644,1,644,-1.21,-75.625
bottom,1,644,2,1372,-1.21,-75.625
bottom,1,644,3,2100,-1.21,-75.625
bottom,1,644,4,2828,-1.21,-75.625
bottom,1,644,5,3556,-1.21,-75.625
bottom,1,644,6,4284,-1.21,-75.625
bottom,1,644,7,5012,-1.21,-75.625
bottom,1,644,8,5740,-1.21,-75.625
bottom,1,644,9,6468,-1.21,-75.625
bottom,1,644,10,7196,-1.21,-75.625
bottom,1,644,11,7924,-1.21,-75.625
bottom,1,644,12,8652,-1.21,-75.625
bottom,1,644,13,9380,-1.21,-75.625
bottom,1,644,14,10108,-1.21,-75.625
bottom,1,644,15,10836,-1.21,-75.625
bottom,1,644,16,11564,-1.21,-75.625
bottom,2,644,1,14662,-1.21,-75.625
bottom,2,644,2,15390,-1.21,-75.625
bottom,2,644,3,16118,-1.21,-75.625
bottom,2,644,4,16846,-1.21,-75.625
bottom,2,644,5,17574,-1.21,-75.625
bottom,2,644,6,18302,-1.21,-75.625
bottom,2,644,7,19030,-1.21,-75.625
bottom,2,644,8,19758,-1.21,-75.625
bottom,2,644,9,20486,-1.21,-75.625
bottom,2,644,10,21214,-1.21,-75.625
bottom,2,644,11,21942,-1.21,-75.625
bottom,2,644,12,22670,-1.21,-75.625
bottom,2,644,13,23398,-1.21,-75.625
bottom,2,644,14,24126,-1.21,-75.625
bottom,2,644,15,24854,-1.21,-75.625
bottom,2,644,16,25582,-1.21,-75.625
bottom,1,645,1,645,-1.32,-82.5
bottom,1,645,2,1373,-1.32,-82.5
bottom,1,645,3,2101,-1.32,-82.5
bottom,1,645,4,2829,-1.32,-82.5
bottom,1,645,5,3557,-1.32,-82.5
bottom,1,645,6,4285,-1.32,-82.5
bottom,1,645,7,5013,-1.32,-82.5
bottom,1,645,8,5741,-1.32,-82.5
bottom,1,645,9,6469,-1.32,-82.5
bottom,1,645,10,7197,-1.32,-82.5
bottom,1,645,11,7925,-1.32,-82.5
bottom,1,645,12,8653,-1.32,-82.5
bottom,1,645,13,9381,-1.32,-82.5
bottom,1,645,14,10109,-1.32,-82.5
bottom,1,645,15,10837,-1.32,-82.5
bottom,1,645,16,11565,-1.32,-82.5
bottom,2,645,1,14663,-1.32,-82.5
bottom,2,645,2,15391,-1.32,-82.5
bottom,2,645,3,16119,-1.32,-82.5
bottom,2,645,4,16847,-1.32,-82.5
bottom,2,645,5,17575,-1.32,-82.5
bottom,2,645,6,18303,-1.32,-82.5
bottom,2,645,7,19031,-1.32,-82.5
bottom,2,645,8,19759,-1.32,-82.5
bottom,2,645,9,20487,-1.32,-82.5
bottom,2,645,10,21215,-1.32,-82.5
bottom,2,645,11,21943,-1.32,-82.5
bottom,2,645,12,22671,-1.32,-82.5
bottom,2,645,13,23399,-1.32,-82.5
bottom,2,645,14,24127,-1.32,-82.5
bottom,2,645,15,24855,-1.32,-82.5
bottom,2,645,16,25583,-1.32,-82.5
bottom,1,646,1,646,-70.12,-4382.5
bottom,1,646,2,1374,-70.12,-4382.5
bottom,1,646,3,2102,-70.12,-4382.5
bottom,1,646,4,2830,-70.12,-4382.5
bottom,1,646,5,3558,-70.12,-4382.5
bottom,1,646,6,4286,-70.12,-4382.5
bottom,1,646,7,5014,-70.12,-4382.5
bottom,1,646,8,5742,-70.12,-4382.5
bottom,1,646,9,6470,-70.12,-4382.5
bottom,1,646,10,7198,-70.12,-4382.5
bottom,1,646,11,7926,-70.12,-4382.5
bottom,1,646,12,8654,-70.12,-4382.5
bottom,1,646,13,9382,-70.12,-4382.5
bottom,1,646,14,10110,-70.12,-4382.5
bottom,1,646,15,10838,-70.12,-4382.5
bottom,1,646,16,11566,-70.12,-4382.5
bottom,2,646,1,14664,-70.12,-4382.5
bottom,2,646,2,15392,-70.12,-4382.5
bottom,2,646,3,16120,-70.12,-4382.5
bottom,2,646,4,16848,-70.12,-4382.5
bottom,2,646,5,17576,-70.12,-4382.5
bottom,2,646,6,18304,-70.12,-4382.5
bottom,2,646,7,19032,-70.12,-4382.5
bottom,2,646,8,19760,-70.12,-4382.5
bottom,2,646,9,20488,-70.12,-4382.5
bottom,2,646,10,21216,-70.12,-4382.5
bottom,2,646,11,21944,-70.12,-4382.5
bottom,2,646,12,22672,-70.12,-4382.5
bottom,2,646,13,23400,-70.12,-4382.5
bottom,2,646,14,24128,-70.12,-4382.5
bottom,2,646,15,24856,-70.12,-4382.5
bottom,2,646,16,25584,-70.12,-4382.5
bottom,1,647,1,647,-1.32,-82.5
bottom,1,647,2,1375,-1.32,-82.5
bottom,1,647,3,2103,-1.32,-82.5
bottom,1,647,4,2831,-1.32,-82.5
bottom,1,647,5,3559,-1.32,-82.5
bottom,1,647,6,4287,-1.32,-82.5
bottom,1,647,7,5015,-1.32,-82.5
bottom,1,647,8,5743,-1.32,-82.5
bottom,1,647,9,6471,-1.32,-82.5
bottom,1,647,10,7199,-1.32,-82.5
bottom,1,647,11,7927,-1.32,-82.5
bottom,1,647,12,8655,-1.32,-82.5
bottom,1,647,13,9383,-1.32,-82.5
bottom,1,647,14,10111,-1.32,-82.5
bottom,1,647,15,10839,-1.32,-82.5
bottom,1,647,16,11567,-1.32,-82.5
bottom,2,647,1,14665,-1.32,-82.5
bottom,2,647,2,15393,-1.32,-82.5
bottom,2,647,3,16121,-1.32,-82.5
bottom,2,647,4,16849,-1.32,-82.5
bottom,2,647,5,17577,-1.32,-82.5
bottom,2,647,6,18305,-1.32,-82.5
bottom,2,647,7,19033,-1.32,-82.5
bottom,2,647,8,19761,-1.32,-82.5
bottom,2,647,9,20489,-1.32,-82.5
bottom,2,647,10,21217,-1.32,-82.5
bottom,2,647,11,21945,-1.32,-82.5
bottom,2,647,12,22673,-1.32,-82.5
bottom,2,647,13,23401,-1.32,-82.5
bottom,2,647,14,24129,-1.32,-82.5
bottom,2,647,15,24857,-1.32,-82.5
bottom,2,647,16,25585,-1.32,-82.5
bottom,1,648,1,648,-1.21,-75.625
bottom,1,648,2,1376,-1.21,-75.625
bottom,1,648,3,2104,-1.21,-75.625
bottom,1,648,4,2832,-1.21,-75.625
bottom,1,648,5,3560,-1.21,-75.625
bottom,1,648,6,4288,-1.21,-75.625
bottom,1,648,7,5016,-1.21,-75.625
bottom,1,648,8,5744,-1.21,-75.625
bottom,1,648,9,6472,-1.21,-75.625
bottom,1,648,10,7200,-1.21,-75.625
bottom,1,648,11,7928,-1.21,-75.625
bottom,1,648,12,8656,-1.21,-75.625
bottom,1,648,13,9384,-1.21,-75.625
bottom,1,648,14,10112,-1.21,-75.625
bottom,1,648,15,10840,-1.21,-75.625
bottom,1,648,16,11568,-1.21,-75.625
bottom,2,648,1,14666,-1.21,-75.625
bottom,2,648,2,15394,-1.21,-75.625
bottom,2,648,3,16122,-1.21,-75.625
bottom,2,648,4,16850,-1.21,-75.625
bottom,2,648,5,17578,-1.21,-75.625
bottom,2,648,6,18306,-1.21,-75.625
bottom,2,648,7,19034,-1.21,-75.625
bottom,2,648,8,19762,-1.21,-75.625
bottom,2,648,9,20490,-1.21,-75.625
bottom,2,648,10,21218,-1.21,-75.625
bottom,2,648,11,21946,-1.21,-75.625
bottom,2,648,12,22674,-1.21,-75.625
bottom,2,648,13,23402,-1.21,-75.625
bottom,2,648,14,24130,-1.21,-75.625
bottom,2,648,15,24858,-1.21,-75.625
bottom,2,648,16,25586,-1.21,-75.625
bottom,1,649,1,649,-1.32,-82.5
bottom,1,649,2,1377,-1.32,-82.5
bottom,1,649,3,2105,-1.32,-82.5
bottom,1,649,4,2833,-1.32,-82.5
bottom,1,649,5,3561,-1.32,-82.5
bottom,1,649,6,4289,-1.32,-82.5
bottom,1,649,7,5017,-1.32,-82.5
bottom,1,649,8,5745,-1.32,-82.5
bottom,1,649,9,6473,-1.32,-82.5
bottom,1,649,10,7201,-1.32,-82.5
bottom,1,649,11,7929,-1.32,-82.5
bottom,1,649,12,8657,-1.32,-82.5
bottom,1,649,13,9385,-1.32,-82.5
bottom,1,649,14,10113,-1.32,-82.5
bottom,1,649,15,10841,-1.32,-82.5
bottom,1,649,16,11569,-1.32,-82.5
bottom,2,649,1,14667,-1.32,-82.5
bottom,2,649,2,15395,-1.32,-82.5
bottom,2,649,3,16123,-1.32,-82.5
bottom,2,649,4,16851,-1.32,-82.5
bottom,2,649,5,17579,-1.32,-82.5
bottom,2,649,6,18307,-1.32,-82.5
bottom,2,649,7,19035,-1.32,-82.5
bottom,2,649,8,19763,-1.32,-82.5
bottom,2,649,9,20491,-1.32,-82.5
bottom,2,649,10,21219,-1.32,-82.5
bottom,2,649,11,21947,-1.32,-82.5
bottom,2,649,12,22675,-1.32,-82.5
bottom,2,649,13,23403,-1.32,-82.5
bottom,2,649,14,24131,-1.32,-82.5
bottom,2,649,15,24859,-1.32,-82.5
bottom,2,649,16,25587,-1.32,-82.5
bottom,1,650,1,650,-2.53,-158.125
bottom,1,650,2,1378,-2.53,-158.125
bottom,1,650,3,2106,-2.53,-158.125
bottom,1,650,4,2834,-2.53,-158.125
bottom,1,650,5,3562,-2.53,-158.125
bottom,1,650,6,4290,-2.53,-158.125
bottom,1,650,7,5018,-2.53,-158.125
bottom,1,650,8,5746,-2.53,-158.125
bottom,1,650,9,6474,-2.53,-158.125
bottom,1,650,10,7202,-2.53,-158.125
bottom,1,650,11,7930,-2.53,-158.125
bottom,1,650,12,8658,-2.53,-158.125
bottom,1,650,13,9386,-2.53,-158.125
bottom,1,650,14,10114,-2.53,-158.125
bottom,1,650,15,10842,-2.53,-158.125
bottom,1,650,16,11570,-2.53,-158.125
bottom,2,650,1,14668,-2.53,-158.125
bottom,2,650,2,15396,-2.53,-158.125
bottom,2,650,3,16124,-2.53,-158.125
bottom,2,650,4,16852,-2.53,-158.125
bottom,2,650,5,17580,-2.53,-158.125
bottom,2,650,6,18308,-2.53,-158.125
bottom,2,650,7,19036,-2.53,-158.125
bottom,2,650,8,19764,-2.53,-158.125
bottom,2,650,9,20492,-2.53,-158.125
bottom,2,650,10,21220,-2.53,-158.125
bottom,2,650,11,21948,-2.53,-158.125
bottom,2,650,12,22676,-2.53,-158.125
bottom,2,650,13,23404,-2.53,-158.125
bottom,2,650,14,24132,-2.53,-158.125
bottom,2,650,15,24860,-2.53,-158.125
bottom,2,650,16,25588,-2.53,-158.125
bottom,1,651,1,651,-1.32,-82.5
bottom,1,651,2,1379,-1.32,-82.5
bottom,1,651,3,2107,-1.32,-82.5
bottom,1,651,4,2835,-1.32,-82.5
bottom,1,651,5,3563,-1.32,-82.5
bottom,1,651,6,4291,-1.32,-82.5
bottom,1,651,7,5019,-1.32,-82.5
bottom,1,651,8,5747,-1.32,-82.5
bottom,1,651,9,6475,-1.32,-82.5
bottom,1,651,10,7203,-1.32,-82.5
bottom,1,651,11,7931,-1.32,-82.5
bottom,1,651,12,8659,-1.32,-82.5
bottom,1,651,13,9387,-1.32,-82.5
bottom,1,651,14,10115,-1.32,-82.5
bottom,1,651,15,10843,-1.32,-82.5
bottom,1,651,16,11571,-1.32,-82.5
bottom,2,651,1,14669,-1.32,-82.5
bottom,2,651,2,15397,-1.32,-82.5
bottom,2,651,3,16125,-1.32,-82.5
bottom,2,651,4,16853,-1.32,-82.5
bottom,2,651,5,17581,-1.32,-82.5
bottom,2,651,6,18309,-1.32,-82.5
bottom,2,651,7,19037,-1.32,-82.5
bottom,2,651,8,19765,-1.32,-82.5
bottom,2,651,9,20493,-1.32,-82.5
bottom,2,651,10,21221,-1.32,-82.5
bottom,2,651,11,21949,-1.32,-82.5
bottom,2,651,12,22677,-1.32,-82.5
bottom,2,651,13,23405,-1.32,-82.5
bottom,2,651,14,24133,-1.32,-82.5
bottom,2,651,15,24861,-1.32,-82.5
bottom,2,651,16,25589,-1.32,-82.5
bottom,1,652,1,652,-1.21,-75.625
bottom,1,652,2,1380,-1.21,-75.625
bottom,1,652,3,2108,-1.21,-75.625
bottom,1,652,4,2836,-1.21,-75.625
bottom,1,652,5,3564,-1.21,-75.625
bottom,1,652,6,4292,-1.21,-75.625
bottom,1,652,7,5020,-1.21,-75.625
bottom,1,652,8,5748,-1.21,-75.625
bottom,1,652,9,6476,-1.21,-75.625
bottom,1,652,10,7204,-1.21,-75.625
bottom,1,652,11,7932,-1.21,-75.625
bottom,1,652,12,8660,-1.21,-75.625
bottom,1,652,13,9388,-1.21,-75.625
bottom,1,652,14,10116,-1.21,-75.625
bottom,1,652,15,10844,-1.21,-75.625
bottom,1,652,16,11572,-1.21,-75.625
bottom,2,652,1,14670,-1.21,-75.625
bottom,2,652,2,15398,-1.21,-75.625
bottom,2,652,3,16126,-1.21,-75.625
bottom,2,652,4,16854,-1.21,-75.625
bottom,2,652,5,17582,-1.21,-75.625
bottom,2,652,6,18310,-1.21,-75.625
bottom,2,652,7,19038,-1.21,-75.625
bottom,2,652,8,19766,-1.21,-75.625
bottom,2,652,9,20494,-1.21,-75.625
bottom,2,652,10,21222,-1.21,-75.625
bottom,2,652,11,21950,-1.21,-75.625
bottom,2,652,12,22678,-1.21,-75.625
bottom,2,652,13,23406,-1.21,-75.625
bottom,2,652,14,24134,-1.21,-75.625
bottom,2,652,15,24862,-1.21,-75.625
bottom,2,652,16,25590,-1.21,-75.625
bottom,1,653,1,653,-1.32,-82.5
bottom,1,653,2,1381,-1.32,-82.5
bottom,1,653,3,2109,-1.32,-82.5
bottom,1,653,4,2837,-1.32,-82.5
bottom,1,653,5,3565,-1.32,-82.5
bottom,1,653,6,4293,-1.32,-82.5
bottom,1,653,7,5021,-1.32,-82.5
bottom,1,653,8,5749,-1.32,-82.5
bottom,1,653,9,6477,-1.32,-82.5
bottom,1,653,10,7205,-1.32,-82.5
bottom,1,653,11,7933,-1.32,-82.5
bottom,1,653,12,8661,-1.32,-82.5
bottom,1,653,13,9389,-1.32,-82.5
bottom,1,653,14,10117,-1.32,-82.5
bottom,1,653,15,10845,-1.32,-82.5
bottom,1,653,16,11573,-1.32,-82.5
bottom,2,653,1,14671,-1.32,-82.5
bottom,2,653,2,15399,-1.32,-82.5
bottom,2,653,3,16127,-1.32,-82.5
bottom,2,653,4,16855,-1.32,-82.5
bottom,2,653,5,17583,-1.32,-82.5
bottom,2,653,6,18311,-1.32,-82.5
bottom,2,653,7,19039,-1.32,-82.5
bottom,2,653,8,19767,-1.32,-82.5
bottom,2,653,9,20495,-1.32,-82.5
bottom,2,653,10,21223,-1.32,-82.5
bottom,2,653,11,21951,-1.32,-82.5
bottom,2,653,12,22679,-1.32,-82.5
bottom,2,653,13,23407,-1.32,-82.5
bottom,2,653,14,24135,-1.32,-82.5
bottom,2,653,15,24863,-1.32,-82.5
bottom,2,653,16,25591,-1.32,-82.5
bottom,1,654,1,654,-2.53,-158.125
bottom,1,654,2,1382,-2.53,-158.125
bottom,1,654,3,2110,-2.53,-158.125
bottom,1,654,4,2838,-2.53,-158.125
bottom,1,654,5,3566,-2.53,-158.125
bottom,1,654,6,4294,-2.53,-158.125
bottom,1,654,7,5022,-2.53,-158.125
bottom,1,654,8,5750,-2.53,-158.125
bottom,1,654,9,6478,-2.53,-158.125
bottom,1,654,10,7206,-2.53,-158.125
bottom,1,654,11,7934,-2.53,-158.125
bottom,1,654,12,8662,-2.53,-158.125
bottom,1,654,13,9390,-2.53,-158.125
bottom,1,654,14,10118,-2.53,-158.125
bottom,1,654,15,10846,-2.53,-158.125
bottom,1,654,16,11574,-2.53,-158.125
bottom,2,654,1,14672,-2.53,-158.125
bottom,2,654,2,15400,-2.53,-158.125
bottom,2,654,3,16128,-2.53,-158.125
bottom,2,654,4,16856,-2.53,-158.125
bottom,2,654,5,17584,-2.53,-158.125
bottom,2,654,6,18312,-2.53,-158.125
bottom,2,654,7,19040,-2.53,-158.125
bottom,2,654,8,19768,-2.53,-158.125
bottom,2,654,9,20496,-2.53,-158.125
bottom,2,654,10,21224,-2.53,-158.125
bottom,2,654,11,21952,-2.53,-158.125
bottom,2,654,12,22680,-2.53,-158.125
bottom,2,654,13,23408,-2.53,-158.125
bottom,2,654,14,24136,-2.53,-158.125
bottom,2,654,15,24864,-2.53,-158.125
bottom,2,654,16,25592,-2.53,-158.125
bottom,1,655,1,655,-1.32,-82.5
bottom,1,655,2,1383,-1.32,-82.5
bottom,1,655,3,2111,-1.32,-82.5
bottom,1,655,4,2839,-1.32,-82.5
bottom,1,655,5,3567,-1.32,-82.5
bottom,1,655,6,4295,-1.32,-82.5
bottom,1,655,7,5023,-1.32,-82.5
bottom,1,655,8,5751,-1.32,-82.5
bottom,1,655,9,6479,-1.32,-82.5
bottom,1,655,10,7207,-1.32,-82.5
bottom,1,655,11,7935,-1.32,-82.5
bottom,1,655,12,8663,-1.32,-82.5
bottom,1,655,13,9391,-1.32,-82.5
bottom,1,655,14,10119,-1.32,-82.5
bottom,1,655,15,10847,-1.32,-82.5
bottom,1,655,16,11575,-1.32,-82.5
bottom,2,655,1,14673,-1.32,-82.5
bottom,2,655,2,15401,-1.32,-82.5
bottom,2,655,3,16129,-1.32,-82.5
bottom,2,655,4,16857,-1.32,-82.5
bottom,2,655,5,17585,-1.32,-82.5
bottom,2,655,6,18313,-1.32,-82.5
bottom,2,655,7,19041,-1.32,-82.5
bottom,2,655,8,19769,-1.32,-82.5
bottom,2,655,9,20497,-1.32,-82.5
bottom,2,655,10,21225,-1.32,-82.5
bottom,2,655,11,21953,-1.32,-82.5
bottom,2,655,12,22681,-1.32,-82.5
bottom,2,655,13,23409,-1.32,-82.5
bottom,2,655,14,24137,-1.32,-82.5
bottom,2,655,15,24865,-1.32,-82.5
bottom,2,655,16,25593,-1.32,-82.5
bottom,1,656,1,656,-1.21,-75.625
bottom,1,656,2,1384,-1.21,-75.625
bottom,1,656,3,2112,-1.21,-75.625
bottom,1,656,4,2840,-1.21,-75.625
bottom,1,656,5,3568,-1.21,-75.625
bottom,1,656,6,4296,-1.21,-75.625
bottom,1,656,7,5024,-1.21,-75.625
bottom,1,656,8,5752,-1.21,-75.625
bottom,1,656,9,6480,-1.21,-75.625
bottom,1,656,10,7208,-1.21,-75.625
bottom,1,656,11,7936,-1.21,-75.625
bottom,1,656,12,8664,-1.21,-75.625
bottom,1,656,13,9392,-1.21,-75.625
bottom,1,656,14,10120,-1.21,-75.625
bottom,1,656,15,10848,-1.21,-75.625
bottom,1,656,16,11576,-1.21,-75.625
bottom,2,656,1,14674,-1.21,-75.625
bottom,2,656,2,15402,-1.21,-75.625
bottom,2,656,3,16130,-1.21,-75.625
bottom,2,656,4,16858,-1.21,-75.625
bottom,2,656,5,17586,-1.21,-75.625
bottom,2,656,6,18314,-1.21,-75.625
bottom,2,656,7,19042,-1.21,-75.625
bottom,2,656,8,19770,-1.21,-75.625
bottom,2,656,9,20498,-1.21,-75.625
bottom,2,656,10,21226,-1.21,-75.625
bottom,2,656,11,21954,-1.21,-75.625
bottom,2,656,12,22682,-1.21,-75.625
bottom,2,656,13,23410,-1.21,-75.625
bottom,2,656,14,24138,-1.21,-75.625
bottom,2,656,15,24866,-1.21,-75.625
bottom,2,656,16,25594,-1.21,-75.625
bottom,1,657,1,657,-1.32,-82.5
bottom,1,657,2,1385,-1.32,-82.5
bottom,1,657,3,2113,-1.32,-82.5
bottom,1,657,4,2841,-1.32,-82.5
bottom,1,657,5,3569,-1.32,-82.5
bottom,1,657,6,4297,-1.32,-82.5
bottom,1,657,7,5025,-1.32,-82.5
bottom,1,657,8,5753,-1.32,-82.5
bottom,1,657,9,6481,-1.32,-82.5
bottom,1,657,10,7209,-1.32,-82.5
bottom,1,657,11,7937,-1.32,-82.5
bottom,1,657,12,8665,-1.32,-82.5
bottom,1,657,13,9393,-1.32,-82.5
bottom,1,657,14,10121,-1.32,-82.5
bottom,1,657,15,10849,-1.32,-82.5
bottom,1,657,16,11577,-1.32,-82.5
bottom,2,657,1,14675,-1.32,-82.5
bottom,2,657,2,15403,-1.32,-82.5
bottom,2,657,3,16131,-1.32,-82.5
bottom,2,657,4,16859,-1.32,-82.5
bottom,2,657,5,17587,-1.32,-82.5
bottom,2,657,6,18315,-1.32,-82.5
bottom,2,657,7,19043,-1.32,-82.5
bottom,2,657,8,19771,-1.32,-82.5
bottom,2,657,9,20499,-1.32,-82.5
bottom,2,657,10,21227,-1.32,-82.5
bottom,2,657,11,21955,-1.32,-82.5
bottom,2,657,12,22683,-1.32,-82.5
bottom,2,657,13,23411,-1.32,-82.5
bottom,2,657,14,24139,-1.32,-82.5
bottom,2,657,15,24867,-1.32,-82.5
bottom,2,657,16,25595,-1.32,-82.5
bottom,1,658,1,658,-2.53,-158.125
bottom,1,658,2,1386,-2.53,-158.125
bottom,1,658,3,2114,-2.53,-158.125
bottom,1,658,4,2842,-2.53,-158.125
bottom,1,658,5,3570,-2.53,-158.125
bottom,1,658,6,4298,-2.53,-158.125
bottom,1,658,7,5026,-2.53,-158.125
bottom,1,658,8,5754,-2.53,-158.125
bottom,1,658,9,6482,-2.53,-158.125
bottom,1,658,10,7210,-2.53,-158.125
bottom,1,658,11,7938,-2.53,-158.125
bottom,1,658,12,8666,-2.53,-158.125
bottom,1,658,13,9394,-2.53,-158.125
bottom,1,658,14,10122,-2.53,-158.125
bottom,1,658,15,10850,-2.53,-158.125
bottom,1,658,16,11578,-2.53,-158.125
bottom,2,658,1,14676,-2.53,-158.125
bottom,2,658,2,15404,-2.53,-158.125
bottom,2,658,3,16132,-2.53,-158.125
bottom,2,658,4,16860,-2.53,-158.125
bottom,2,658,5,17588,-2.53,-158.125
bottom,2,658,6,18316,-2.53,-158.125
bottom,2,658,7,19044,-2.53,-158.125
bottom,2,658,8,19772,-2.53,-158.125
bottom,2,658,9,20500,-2.53,-158.125
bottom,2,658,10,21228,-2.53,-158.125
bottom,2,658,11,21956,-2.53,-158.125
bottom,2,658,12,22684,-2.53,-158.125
bottom,2,658,13,23412,-2.53,-158.125
bottom,2,658,14,24140,-2.53,-158.125
bottom,2,658,15,24868,-2.53,-158.125
bottom,2,658,16,25596,-2.53,-158.125
bottom,1,659,1,659,-3.18,-198.75
bottom,1,659,2,1387,-3.18,-198.75
bottom,1,659,3,2115,-3.18,-198.75
bottom,1,659,4,2843,-3.18,-198.75
bottom,1,659,5,3571,-3.18,-198.75
bottom,1,659,6,4299,-3.18,-198.75
bottom,1,659,7,5027,-3.18,-198.75
bottom,1,659,8,5755,-3.18,-198.75
bottom,1,659,9,6483,-3.18,-198.75
bottom,1,659,10,7211,-3.18,-198.75
bottom,1,659,11,7939,-3.18,-198.75
bottom,1,659,12,8667,-3.18,-198.75
bottom,1,659,13,9395,-3.18,-198.75
bottom,1,659,14,10123,-3.18,-198.75
bottom,1,659,15,10851,-3.18,-198.75
bottom,1,659,16,11579,-3.18,-198.75
bottom,2,659,1,14677,-3.18,-198.75
bottom,2,659,2,15405,-3.18,-198.75
bottom,2,659,3,16133,-3.18,-198.75
bottom,2,659,4,16861,-3.18,-198.75
bottom,2,659,5,17589,-3.18,-198.75
bottom,2,659,6,18317,-3.18,-198.75
bottom,2,659,7,19045,-3.18,-198.75
bottom,2,659,8,19773,-3.18,-198.75
bottom,2,659,9,20501,-3.18,-198.75
bottom,2,659,10,21229,-3.18,-198.75
bottom,2,659,11,21957,-3.18,-198.75
bottom,2,659,12,22685,-3.18,-198.75
bottom,2,659,13,23413,-3.18,-198.75
bottom,2,659,14,24141,-3.18,-198.75
bottom,2,659,15,24869,-3.18,-198.75
bottom,2,659,16,25597,-3.18,-198.75
bottom,1,660,1,660,-1.32,-82.5
bottom,1,660,2,1388,-1.32,-82.5
bottom,1,660,3,2116,-1.32,-82.5
