apdl_elem_id,offset_elem_id,offset_node_id,master_node,slave_node,source_semantics,system,assembly_name,reason
2020043,2020042,2004282,2004220,2608,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020045,2020044,2004283,2004221,3336,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020047,2020046,2004284,2004222,4064,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020049,2020048,2004285,2004223,4792,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020051,2020050,2004286,2004224,5520,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020053,2020052,2004287,2004225,6248,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020055,2020054,2004288,2004226,6976,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020057,2020056,2004289,2004227,7704,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020059,2020058,2004290,2004228,8432,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020061,2020060,2004291,2004229,9160,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020063,2020062,2004292,2004230,9888,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020065,2020064,2004293,2004231,10616,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020067,2020066,2004294,2004232,11344,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020069,2020068,2004295,2004256,11911,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020071,2020070,2004296,2004257,12306,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020073,2020072,2004297,2004258,12701,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020075,2020074,2004298,2004259,13096,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020077,2020076,2004299,2004260,13491,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020079,2020078,2004300,2004261,13886,UXYZ,gate,CW1_GATE_50,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020080,,,2004302,2004359,ALL,gate,CW1_GATE_51,left_post 下端焊接中心线偏置：平动+转动
2020081,,,2004341,2004360,ALL,gate,CW1_GATE_51,left_post 上端焊接中心线偏置：平动+转动
2020082,,,2004319,2004362,ALL,gate,CW1_GATE_51,right_post 下端焊接中心线偏置：平动+转动
2020083,,,2004348,2004363,ALL,gate,CW1_GATE_51,right_post 上端焊接中心线偏置：平动+转动
2020085,2020084,2004365,2004303,431,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020087,2020086,2004366,2004304,1159,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020089,2020088,2004367,2004305,1887,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020091,2020090,2004368,2004306,2615,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020093,2020092,2004369,2004307,3343,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020095,2020094,2004370,2004308,4071,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020097,2020096,2004371,2004309,4799,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020099,2020098,2004372,2004310,5527,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020101,2020100,2004373,2004311,6255,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020103,2020102,2004374,2004312,6983,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020105,2020104,2004375,2004313,7711,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020107,2020106,2004376,2004314,8439,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020109,2020108,2004377,2004315,9167,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020111,2020110,2004378,2004316,9895,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020113,2020112,2004379,2004317,10623,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020115,2020114,2004380,2004318,11351,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020117,2020116,2004381,2004342,11916,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020119,2020118,2004382,2004343,12311,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020121,2020120,2004383,2004344,12706,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020123,2020122,2004384,2004345,13101,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020125,2020124,2004385,2004346,13496,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020127,2020126,2004386,2004347,13891,UXYZ,gate,CW1_GATE_51,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020128,,,2004388,2004445,ALL,gate,CW1_GATE_52,left_post 下端焊接中心线偏置：平动+转动
2020129,,,2004427,2004446,ALL,gate,CW1_GATE_52,left_post 上端焊接中心线偏置：平动+转动
2020130,,,2004405,2004448,ALL,gate,CW1_GATE_52,right_post 下端焊接中心线偏置：平动+转动
2020131,,,2004434,2004449,ALL,gate,CW1_GATE_52,right_post 上端焊接中心线偏置：平动+转动
2020133,2020132,2004451,2004389,438,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020135,2020134,2004452,2004390,1166,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020137,2020136,2004453,2004391,1894,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020139,2020138,2004454,2004392,2622,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020141,2020140,2004455,2004393,3350,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020143,2020142,2004456,2004394,4078,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020145,2020144,2004457,2004395,4806,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020147,2020146,2004458,2004396,5534,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020149,2020148,2004459,2004397,6262,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020151,2020150,2004460,2004398,6990,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020153,2020152,2004461,2004399,7718,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020155,2020154,2004462,2004400,8446,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020157,2020156,2004463,2004401,9174,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020159,2020158,2004464,2004402,9902,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020161,2020160,2004465,2004403,10630,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020163,2020162,2004466,2004404,11358,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020165,2020164,2004467,2004428,11921,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020167,2020166,2004468,2004429,12316,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020169,2020168,2004469,2004430,12711,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020171,2020170,2004470,2004431,13106,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020173,2020172,2004471,2004432,13501,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020175,2020174,2004472,2004433,13896,UXYZ,gate,CW1_GATE_52,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020176,,,2004474,2004531,ALL,gate,CW1_GATE_53,left_post 下端焊接中心线偏置：平动+转动
2020177,,,2004513,2004532,ALL,gate,CW1_GATE_53,left_post 上端焊接中心线偏置：平动+转动
2020178,,,2004491,2004534,ALL,gate,CW1_GATE_53,right_post 下端焊接中心线偏置：平动+转动
2020179,,,2004520,2004535,ALL,gate,CW1_GATE_53,right_post 上端焊接中心线偏置：平动+转动
2020181,2020180,2004537,2004475,461,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020183,2020182,2004538,2004476,1189,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020185,2020184,2004539,2004477,1917,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020187,2020186,2004540,2004478,2645,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020189,2020188,2004541,2004479,3373,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020191,2020190,2004542,2004480,4101,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020193,2020192,2004543,2004481,4829,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020195,2020194,2004544,2004482,5557,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020197,2020196,2004545,2004483,6285,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020199,2020198,2004546,2004484,7013,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020201,2020200,2004547,2004485,7741,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020203,2020202,2004548,2004486,8469,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020205,2020204,2004549,2004487,9197,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020207,2020206,2004550,2004488,9925,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020209,2020208,2004551,2004489,10653,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020211,2020210,2004552,2004490,11381,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020213,2020212,2004553,2004514,11938,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020215,2020214,2004554,2004515,12333,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020217,2020216,2004555,2004516,12728,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020219,2020218,2004556,2004517,13123,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020221,2020220,2004557,2004518,13518,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020223,2020222,2004558,2004519,13913,UXYZ,gate,CW1_GATE_53,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020224,,,2004560,2004617,ALL,gate,CW1_GATE_54,left_post 下端焊接中心线偏置：平动+转动
2020225,,,2004599,2004618,ALL,gate,CW1_GATE_54,left_post 上端焊接中心线偏置：平动+转动
2020226,,,2004577,2004620,ALL,gate,CW1_GATE_54,right_post 下端焊接中心线偏置：平动+转动
2020227,,,2004606,2004621,ALL,gate,CW1_GATE_54,right_post 上端焊接中心线偏置：平动+转动
2020229,2020228,2004623,2004561,475,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020231,2020230,2004624,2004562,1203,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020233,2020232,2004625,2004563,1931,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020235,2020234,2004626,2004564,2659,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020237,2020236,2004627,2004565,3387,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020239,2020238,2004628,2004566,4115,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020241,2020240,2004629,2004567,4843,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020243,2020242,2004630,2004568,5571,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020245,2020244,2004631,2004569,6299,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020247,2020246,2004632,2004570,7027,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020249,2020248,2004633,2004571,7755,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020251,2020250,2004634,2004572,8483,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020253,2020252,2004635,2004573,9211,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020255,2020254,2004636,2004574,9939,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020257,2020256,2004637,2004575,10667,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020259,2020258,2004638,2004576,11395,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020261,2020260,2004639,2004600,11943,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020263,2020262,2004640,2004601,12338,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020265,2020264,2004641,2004602,12733,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020267,2020266,2004642,2004603,13128,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020269,2020268,2004643,2004604,13523,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020271,2020270,2004644,2004605,13918,UXYZ,gate,CW1_GATE_54,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020272,,,2004646,2004703,ALL,gate,CW1_GATE_55,left_post 下端焊接中心线偏置：平动+转动
2020273,,,2004685,2004704,ALL,gate,CW1_GATE_55,left_post 上端焊接中心线偏置：平动+转动
2020274,,,2004663,2004706,ALL,gate,CW1_GATE_55,right_post 下端焊接中心线偏置：平动+转动
2020275,,,2004692,2004707,ALL,gate,CW1_GATE_55,right_post 上端焊接中心线偏置：平动+转动
2020277,2020276,2004709,2004647,488,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020279,2020278,2004710,2004648,1216,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020281,2020280,2004711,2004649,1944,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020283,2020282,2004712,2004650,2672,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020285,2020284,2004713,2004651,3400,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020287,2020286,2004714,2004652,4128,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020289,2020288,2004715,2004653,4856,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020291,2020290,2004716,2004654,5584,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020293,2020292,2004717,2004655,6312,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020295,2020294,2004718,2004656,7040,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020297,2020296,2004719,2004657,7768,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020299,2020298,2004720,2004658,8496,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020301,2020300,2004721,2004659,9224,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020303,2020302,2004722,2004660,9952,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020305,2020304,2004723,2004661,10680,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020307,2020306,2004724,2004662,11408,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020309,2020308,2004725,2004686,11948,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020311,2020310,2004726,2004687,12343,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020313,2020312,2004727,2004688,12738,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020315,2020314,2004728,2004689,13133,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020317,2020316,2004729,2004690,13528,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020319,2020318,2004730,2004691,13923,UXYZ,gate,CW1_GATE_55,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020320,,,2004732,2004789,ALL,gate,CW1_GATE_56,left_post 下端焊接中心线偏置：平动+转动
2020321,,,2004771,2004790,ALL,gate,CW1_GATE_56,left_post 上端焊接中心线偏置：平动+转动
2020322,,,2004749,2004792,ALL,gate,CW1_GATE_56,right_post 下端焊接中心线偏置：平动+转动
2020323,,,2004778,2004793,ALL,gate,CW1_GATE_56,right_post 上端焊接中心线偏置：平动+转动
2020325,2020324,2004795,2004733,501,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020327,2020326,2004796,2004734,1229,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020329,2020328,2004797,2004735,1957,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020331,2020330,2004798,2004736,2685,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020333,2020332,2004799,2004737,3413,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2020335,2020334,2004800,2004738,4141,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2020337,2020336,2004801,2004739,4869,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2020339,2020338,2004802,2004740,5597,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2020341,2020340,2004803,2004741,6325,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2020343,2020342,2004804,2004742,7053,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2020345,2020344,2004805,2004743,7781,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2020347,2020346,2004806,2004744,8509,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2020349,2020348,2004807,2004745,9237,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2020351,2020350,2004808,2004746,9965,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2020353,2020352,2004809,2004747,10693,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2020355,2020354,2004810,2004748,11421,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2020357,2020356,2004811,2004772,11953,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2020359,2020358,2004812,2004773,12348,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2020361,2020360,2004813,2004774,12743,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2020363,2020362,2004814,2004775,13138,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2020365,2020364,2004815,2004776,13533,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2020367,2020366,2004816,2004777,13928,UXYZ,gate,CW1_GATE_56,梁轴 master -> CW1_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2020368,,,2004818,2004875,ALL,gate,CW1_GATE_57,left_post 下端焊接中心线偏置：平动+转动
2020369,,,2004857,2004876,ALL,gate,CW1_GATE_57,left_post 上端焊接中心线偏置：平动+转动
2020370,,,2004835,2004878,ALL,gate,CW1_GATE_57,right_post 下端焊接中心线偏置：平动+转动
2020371,,,2004864,2004879,ALL,gate,CW1_GATE_57,right_post 上端焊接中心线偏置：平动+转动
2020373,2020372,2004881,2004819,515,UXYZ,gate,CW1_GATE_57,梁轴 master -> CW1_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2020375,2020374,2004882,2004820,1243,UXYZ,gate,CW1_GATE_57,梁轴 master -> CW1_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2020377,2020376,2004883,2004821,1971,UXYZ,gate,CW1_GATE_57,梁轴 master -> CW1_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2020379,2020378,2004884,2004822,2699,UXYZ,gate,CW1_GATE_57,梁轴 master -> CW1_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2020381,2020380,2004885,2004823,3427,UXYZ,gate,CW1_GATE_57,梁轴 master -> CW1_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
