apdl_elem_id,n1,n2,orientation_node,system,assembly_name,member,section_key,material_id,section_id,length_mm,area_mm2,volume_mm3,iyy_mm4,izz_mm4,shear_correction_xz,shear_correction_xy,source_member_id
2000512,2001464,2001465,2001484,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_02
2000513,2001465,2001466,2001485,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_03
2000514,2001466,2001467,2001486,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_04
2000515,2001467,2001468,2001487,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_05
2000516,2001468,2001469,2001488,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_06
2000517,2001469,2001470,2001489,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_07
2000518,2001470,2001471,2001490,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_08
2000519,2001471,2001472,2001491,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_09
2000520,2001472,2001473,2001492,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_10
2000521,2001473,2001474,2001493,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_11
2000522,2001474,2001475,2001494,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_12
2000523,2001475,2001476,2001495,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_13
2000524,2001476,2001477,2001496,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_14
2000525,2001477,2001478,2001497,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_15
2000526,2001478,2001479,2001498,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_16
2000527,2001479,2001480,2001499,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_17
2000528,2001480,2001481,2001500,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_18
2000529,2001481,2001482,2001501,gate,CW1_GATE_18,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_18:bottom_beam:segment_19
2000530,2001502,2001503,2001512,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_01
2000531,2001503,2001504,2001513,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_02
2000532,2001504,2001505,2001514,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_03
2000533,2001505,2001506,2001515,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_04
2000534,2001506,2001507,2001516,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_05
2000535,2001507,2001508,2001517,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_06
2000536,2001508,2001509,2001518,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_07
2000537,2001509,2001510,2001519,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_08
2000538,2001510,2001511,2001520,gate,CW1_GATE_18,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:top_beam:segment_09
2000539,2001521,2001522,2001523,gate,CW1_GATE_18,left_post,gate_top_post,62,62,8626.513974115020,2496.000000000000,21531778.879391089082,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:left_post
2000540,2001524,2001525,2001526,gate,CW1_GATE_18,right_post,gate_top_post,62,62,8626.513974115020,2496.000000000000,21531778.879391089082,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_18:right_post
2000541,2001549,2001550,2001569,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_01
2000542,2001550,2001551,2001570,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_02
2000543,2001551,2001552,2001571,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_03
2000544,2001552,2001553,2001572,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_04
2000545,2001553,2001554,2001573,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_05
2000546,2001554,2001555,2001574,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_06
2000547,2001555,2001556,2001575,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_07
2000548,2001556,2001557,2001576,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_08
2000549,2001557,2001558,2001577,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_09
2000550,2001558,2001559,2001578,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_10
2000551,2001559,2001560,2001579,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_11
2000552,2001560,2001561,2001580,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_12
2000553,2001561,2001562,2001581,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_13
2000554,2001562,2001563,2001582,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_14
2000555,2001563,2001564,2001583,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_15
2000556,2001564,2001565,2001584,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_16
2000557,2001565,2001566,2001585,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_17
2000558,2001566,2001567,2001586,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_18
2000559,2001567,2001568,2001587,gate,CW1_GATE_19,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_19:bottom_beam:segment_19
2000560,2001588,2001589,2001598,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_01
2000561,2001589,2001590,2001599,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_02
2000562,2001590,2001591,2001600,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_03
2000563,2001591,2001592,2001601,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_04
2000564,2001592,2001593,2001602,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_05
2000565,2001593,2001594,2001603,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_06
2000566,2001594,2001595,2001604,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_07
2000567,2001595,2001596,2001605,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_08
2000568,2001596,2001597,2001606,gate,CW1_GATE_19,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:top_beam:segment_09
2000569,2001607,2001608,2001609,gate,CW1_GATE_19,left_post,gate_top_post,62,62,8566.275401827006,2496.000000000000,21381423.402960207313,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:left_post
2000570,2001610,2001611,2001612,gate,CW1_GATE_19,right_post,gate_top_post,62,62,8566.275401827006,2496.000000000000,21381423.402960207313,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_19:right_post
2000571,2001635,2001636,2001655,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_01
2000572,2001636,2001637,2001656,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_02
2000573,2001637,2001638,2001657,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_03
2000574,2001638,2001639,2001658,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_04
2000575,2001639,2001640,2001659,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_05
2000576,2001640,2001641,2001660,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_06
2000577,2001641,2001642,2001661,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_07
2000578,2001642,2001643,2001662,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_08
2000579,2001643,2001644,2001663,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_09
2000580,2001644,2001645,2001664,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_10
2000581,2001645,2001646,2001665,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_11
2000582,2001646,2001647,2001666,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_12
2000583,2001647,2001648,2001667,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_13
2000584,2001648,2001649,2001668,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_14
2000585,2001649,2001650,2001669,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_15
2000586,2001650,2001651,2001670,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_16
2000587,2001651,2001652,2001671,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_17
2000588,2001652,2001653,2001672,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_18
2000589,2001653,2001654,2001673,gate,CW1_GATE_20,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_20:bottom_beam:segment_19
2000590,2001674,2001675,2001684,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_01
2000591,2001675,2001676,2001685,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_02
2000592,2001676,2001677,2001686,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_03
2000593,2001677,2001678,2001687,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_04
2000594,2001678,2001679,2001688,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_05
2000595,2001679,2001680,2001689,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_06
2000596,2001680,2001681,2001690,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_07
2000597,2001681,2001682,2001691,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_08
2000598,2001682,2001683,2001692,gate,CW1_GATE_20,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:top_beam:segment_09
2000599,2001693,2001694,2001695,gate,CW1_GATE_20,left_post,gate_top_post,62,62,8588.925984629983,2496.000000000000,21437959.257636435330,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:left_post
2000600,2001696,2001697,2001698,gate,CW1_GATE_20,right_post,gate_top_post,62,62,8588.925984629983,2496.000000000000,21437959.257636435330,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_20:right_post
2000601,2001721,2001722,2001741,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_01
2000602,2001722,2001723,2001742,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_02
2000603,2001723,2001724,2001743,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_03
2000604,2001724,2001725,2001744,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_04
2000605,2001725,2001726,2001745,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_05
2000606,2001726,2001727,2001746,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_06
2000607,2001727,2001728,2001747,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_07
2000608,2001728,2001729,2001748,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_08
2000609,2001729,2001730,2001749,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_09
2000610,2001730,2001731,2001750,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_10
2000611,2001731,2001732,2001751,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_11
2000612,2001732,2001733,2001752,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_12
2000613,2001733,2001734,2001753,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_13
2000614,2001734,2001735,2001754,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_14
2000615,2001735,2001736,2001755,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_15
2000616,2001736,2001737,2001756,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_16
2000617,2001737,2001738,2001757,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_17
2000618,2001738,2001739,2001758,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_18
2000619,2001739,2001740,2001759,gate,CW1_GATE_21,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_21:bottom_beam:segment_19
2000620,2001760,2001761,2001770,gate,CW1_GATE_21,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_21:top_beam:segment_01
2000621,2001761,2001762,2001771,gate,CW1_GATE_21,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_21:top_beam:segment_02
