case_index,github_scenario_id,i08_case_id,name_cn,category,region,confidence,U10_sustained_ms,gust3s_ms,gust3s_role,Iu,representative_event,note_cn,source,U_deck_ms,wind_profile,stationarity,github_seed_status,derived_seed,derived_u_component_seed,derived_w_component_seed,duration_s,dt_s,sample_count,minimum_frequency_hz,minimum_frequency_policy,maximum_frequency_hz,wind_spectrum,Kaimal_Lu_m,Kaimal_Lw_m,sigma_w_over_sigma_u,sigma_u_definition,coherence_model,Davenport_C,structural_damping_ratio,materialization_status,solver_execution_status
32,midwest_derecho_2020,I08-midwest_derecho_2020-S20260805,2020美国中西部derecho,derecho,美国爱荷华,C,44.1,62.6,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.2,"2020-08-10, Cedar Rapids 一带 NWS 估计阵风达 140 mph","62.6/1.42; 大范围直线风暴, 平稳谱方法部分适用",NOAA/NWS 事件报告 (文献常识级),53.84103073740277,U_deck=U10*ln(60/0.003)/ln(10/0.003),reference_only,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
33,great_storm_1987,I08-great_storm_1987-S20260805,1987英吉利大风暴,extratropical_storm,英国/法国,C,35.2,50.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.15,"1987-10-16, 英南沿岸阵风约50 m/s",50/1.42; 温带气旋炸弹,UK Met Office 事件回顾 (文献常识级),42.975153785863434,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
34,lothar_1999,I08-lothar_1999-S20260805,1999洛塔尔风暴,extratropical_storm,法国/德国/瑞士,C,33.0,58.9,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.16,"1999-12-26, 巴黎阵风169 km/h, Feldberg 212 km/h",山站212 km/h为高地值; 平原U10约33,Meteo-France/DWD (文献常识级),40.28920667424697,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
35,bora_adriatic,I08-bora_adriatic-S20260805,亚得里亚海布拉风,foehn_bora,克罗地亚,C,48.6,69.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.18,Maslenica 桥区阵风纪录约248 km/h (2003),下坡风; 69/1.42; 桥梁运营限风的著名案例,克罗地亚气象水文局纪录 (文献常识级),59.335013465709174,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
36,mistral_strong,I08-mistral_strong-S20260805,密史脱拉强事件,foehn_bora,法国罗讷河谷,C,28.0,40.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.16,强密史脱拉日,气候型强事件典型量级,Meteo-France 气候资料 (气候级),34.18478142057319,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,巴塔哥尼亚西风带强事件,extratropical_storm,阿根廷/智利,C,28.0,42.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.15,西风带强事件典型量级,气候型; 常年6-8级,SMN 阿根廷气候资料 (气候级),34.18478142057319,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,新疆百里风区(十三间房),local_record,中国新疆兰新线,A,30.0,60.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.16,实测最大瞬时>=60 m/s; 十三间房站历史极大50.8; 2001-04 测风仪51-56 m/s打到极限; 2007-02-28 13级(37-41.4)吹翻11节车厢,年均8级以上大风100-140天; U10取强事件持续风名义30,气象杂志2012《新疆百里风区地形与大风的关系》; 中新社2007; 澎湃/新疆气象,36.626551522042696,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
39,cape_denison_katabatic,I08-cape_denison_katabatic-S20260805,南极联邦湾下降风,katabatic,南极Cape Denison,C,19.4,90.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.15,"地球年均风速最大地点(年均19.4 m/s), 强下降风阵风可达~90 m/s量级",年均值为常年持续风; 阵风为探险与站史文献量级,Mawson 站史/BAS 气候资料 (文献常识级),23.685169984254276,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
40,thule_1972_gust,I08-thule_1972_gust-S20260805,图勒基地1972阵风,katabatic,格陵兰,C,65.1,92.5,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.15,1972-03-06 Thule AFB 阵风207 mph,非山地非热带气旋的地面最大阵风之一; U10=92.5/1.42名义,USAF 站纪录 (wunderground Category 6 对照表),79.47961680283265,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
41,piteraq_tasiilaq,I08-piteraq_tasiilaq-S20260805,格陵兰皮特拉克风暴,katabatic,格陵兰东岸,C,45.0,80.0,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.16,"Tasiilaq 1970 强皮特拉克, 阵风估计70-90 m/s","文献级估计, 不作定量下结论",DMI 事件回顾 (文献常识级),54.93982728306405,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
42,barrow_olivia_1996,I08-barrow_olivia_1996-S20260805,巴罗岛奥利维亚(世界阵风纪录),local_record,澳大利亚西北,A,48.9,113.2,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.12,"1996-04-10 TC Olivia, 3秒阵风113.2 m/s (WMO认证), 事件内5分钟平均峰值176 km/h",阵风因子2.27-2.75异常(眼壁中尺度涡); U10取5分钟平均峰值48.9,WMO World Weather Extremes Archive; Courtney et al. 2012 AMOJ doi:10.1071/es12001,59.701278980929594,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
43,mt_washington_1934,I08-mt_washington_1934-S20260805,华盛顿山1934阵风,local_record,美国新罕布什尔(1917 m山顶),A,72.7,103.3,METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION,0.15,"1934-04-12 阵风231 mph, 有人值守台站纪录","山顶站, 不代表10 m平地; U10=103.3/1.42名义",Mount Washington Observatory; WMO archive,88.75834318841682,U_deck=U10*ln(60/0.003)/ln(10/0.003),stationary_ok,NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP,20260805,20260816,20260834,600.0,0.05,12000,0.0016666666666666668,GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record,5.0,Kaimal,120.0,60.0,0.5,sigma_u=Iu*U10_not_Iu*U_deck,Davenport_exp,8.0,0.005,NOT_MATERIALIZED_MATRIX_ONLY,NOT_EXECUTED
